Hour,2019 kwh
1660,3479507.0
1661,3670740.0
1662,3978507.0
1663,4287765.0
1664,4354482.0
1665,4394145.0
1666,4389775.0
1667,4373223.0
1668,4335944.0
1669,4302097.0
1670,4252823.0
1671,4192991.0
1672,4144578.0
1673,4122405.0
1674,4116516.0
1675,4197052.0
1676,4399598.0
1677,4292164.0
1678,4071453.0
1679,3852474.0
1680,3698335.0
1681,3645176.0
1682,3609264.0
1683,3592800.0
1684,3655178.0
1685,3802453.0
1686,4132117.0
1687,4394415.0
1688,4447513.0
1689,4462695.0
1690,4407774.0
1691,4331857.0
1692,4225954.0
1693,4179970.0
1694,4151564.0
1695,4081188.0
1696,4009202.0
1697,3976374.0
1698,3942358.0
1699,4061326.0
1700,4260672.0
1701,4208985.0
1702,3948769.0
1703,3721128.0
1704,3559480.0
1705,3484278.0
1706,3434281.0
1707,3395515.0
1708,3437914.0
1709,3614209.0
1710,3909502.0
1711,4188660.0
1712,4295175.0
1713,4333598.0
1714,4360888.0
1715,4310623.0
1716,4285348.0
1717,4239254.0
1718,4218950.0
1719,4157037.0
1720,4104256.0
1721,4043683.0
1722,4013764.0
1723,4087954.0
1724,4199308.0
1725,4103143.0
1726,3889211.0
1727,3639206.0
1728,3485018.0
1729,3389698.0
1730,3334515.0
1731,3298694.0
1732,3358641.0
1733,3493853.0
1734,3810736.0
1735,4081894.0
1736,4167361.0
1737,4178033.0
1738,4181313.0
1739,4147034.0
1740,4157877.0
1741,4148146.0
1742,4161545.0
1743,4107355.0
1744,4072283.0
1745,4085303.0
1746,4016738.0
1747,4063385.0
1748,4166916.0
1749,4049795.0
1750,3820115.0
1751,3614648.0
1752,3494524.0
1753,3423251.0
1754,3365591.0
1755,3350011.0
1756,3390606.0
1757,3553231.0
1758,3831524.0
1759,4105431.0
1760,4203415.0
1761,4273686.0
1762,4322829.0
1763,4303033.0
1764,4281643.0
1765,4232288.0
1766,4230442.0
1767,4180928.0
1768,4116382.0
1769,4127634.0
1770,4079426.0
1771,4094093.0
1772,4185077.0
1773,4110801.0
1774,3942415.0
1775,3716482.0
1776,3526537.0
1777,3386159.0
1778,3273592.0
1779,3207118.0
1780,3205953.0
1781,3222613.0
1782,3327261.0
1783,3468202.0
1784,3574226.0
1785,3655996.0
1786,3699137.0
1787,3683721.0
1788,3701298.0
1789,3642204.0
1790,3568344.0
1791,3556779.0
1792,3560064.0
1793,3644488.0
1794,3773730.0
1795,3849757.0
1796,3882049.0
1797,3867431.0
1798,3758008.0
1799,3573542.0
1800,3336010.0
1801,3227374.0
1802,3177619.0
1803,3152586.0
1804,3169454.0
1805,3216792.0
1806,3303050.0
1807,3443808.0
1808,3545686.0
1809,3588669.0
1810,3602046.0
1811,3592216.0
1812,3559685.0
1813,3557957.0
1814,3537020.0
1815,3485386.0
1816,3493747.0
1817,3557139.0
1818,3579757.0
1819,3701247.0
1820,3865785.0
1821,3836566.0
1822,3674215.0
1823,3527274.0
1824,3446051.0
1825,3432663.0
1826,3388948.0
1827,3395937.0
1828,3486599.0
1829,3657758.0
1830,4001357.0
1831,4287585.0
1832,4352354.0
1833,4375154.0
1834,4345675.0
1835,4280909.0
1836,4206002.0
1837,4162104.0
1838,4141087.0
1839,4064318.0
1840,4021492.0
1841,4042127.0
1842,4013166.0
1843,4060212.0
1844,4218996.0
1845,4175884.0
1846,3963341.0
1847,3735883.0
1848,3586369.0
1849,3512146.0
1850,3470284.0
1851,3452235.0
1852,3497220.0
1853,3693079.0
1854,4019240.0
1855,4252263.0
1856,4330466.0
1857,4321437.0
1858,4279587.0
1859,4239478.0
1860,4162360.0
1861,4104486.0
1862,4089594.0
1863,4046665.0
1864,3982504.0
1865,3966545.0
1866,3955260.0
1867,4050600.0
1868,4199200.0
1869,4145838.0
1870,3924334.0
1871,3691410.0
1872,3562935.0
1873,3489410.0
1874,3446394.0
1875,3434402.0
1876,3489599.0
1877,3644940.0
1878,3954605.0
1879,4225749.0
1880,4280241.0
1881,4312159.0
1882,4303513.0
1883,4282771.0
1884,4267300.0
1885,4250484.0
1886,4290554.0
1887,4262553.0
1888,4269312.0
1889,4274128.0
1890,4225060.0
1891,4207248.0
1892,4264919.0
1893,4165311.0
1894,3951631.0
1895,3688251.0
1896,3535251.0
1897,3476255.0
1898,3402321.0
1899,3398106.0
1900,3432085.0
1901,3585739.0
1902,3906543.0
1903,4178436.0
1904,4234705.0
1905,4294443.0
1906,4340901.0
1907,4296894.0
1908,4261312.0
1909,4223989.0
1910,4220827.0
1911,4167887.0
1912,4165413.0
1913,4109014.0
1914,4051312.0
1915,4100364.0
1916,4239952.0
1917,4166035.0
1918,3924085.0
1919,3684658.0
1920,3565045.0
1921,3486526.0
1922,3424792.0
1923,3395593.0
1924,3445232.0
1925,3580612.0
1926,3897918.0
1927,4142500.0
1928,4199641.0
1929,4224964.0
1930,4283677.0
1931,4251626.0
1932,4171173.0
1933,4123693.0
1934,4086093.0
1935,3989104.0
1936,3923136.0
1937,3879107.0
1938,3826671.0
1939,3866437.0
1940,4012995.0
1941,3983414.0
1942,3832521.0
1943,3573016.0
1944,3378880.0
1945,3285491.0
1946,3228060.0
1947,3208165.0
1948,3234473.0
1949,3293231.0
1950,3427706.0
1951,3599516.0
1952,3648222.0
1953,3674198.0
1954,3672284.0
1955,3634011.0
1956,3582250.0
1957,3500056.0
1958,3411525.0
1959,3362385.0
1960,3331940.0
1961,3348351.0
1962,3377255.0
1963,3416047.0
1964,3610878.0
1965,3562107.0
1966,3438296.0
1967,3281425.0
1968,3163323.0
1969,3101215.0
1970,3045987.0
1971,3018015.0
1972,3020371.0
1973,3065919.0
1974,3161119.0
1975,3294256.0
1976,3394721.0
1977,3451377.0
1978,3478552.0
1979,3433995.0
1980,3438119.0
1981,3415182.0
1982,3344901.0
1983,3332567.0
1984,3367535.0
1985,3453612.0
1986,3498570.0
1987,3556807.0
1988,3735918.0
1989,3632264.0
1990,3491179.0
1991,3349045.0
1992,3288261.0
1993,3246993.0
1994,3226222.0
1995,3244180.0
1996,3352619.0
1997,3538693.0
1998,3866308.0
1999,4119139.0
2000,4202159.0
2001,4275358.0
2002,4272601.0
2003,4212151.0
2004,4148208.0
2005,4097506.0
2006,4048011.0
2007,3999665.0
2008,3957677.0
2009,3944844.0
2010,3949734.0
2011,3942541.0
2012,4137269.0
2013,4086835.0
2014,3909313.0
2015,3711246.0
2016,3545509.0
2017,3496616.0
2018,3466527.0
2019,3450133.0
2020,3519872.0
2021,3689837.0
2022,4000527.0
2023,4243484.0
2024,4265775.0
2025,4295283.0
2026,4296666.0
2027,4253866.0
2028,4161802.0
2029,4117009.0
2030,4076823.0
2031,4028834.0
2032,3922395.0
2033,3893359.0
2034,3861802.0
2035,3919513.0
2036,4122106.0
2037,4073337.0
2038,3871728.0
2039,3648570.0
2040,3503025.0
2041,3465899.0
2042,3432137.0
2043,3420661.0
2044,3496133.0
2045,3657640.0
2046,3957215.0
2047,4207776.0
2048,4264200.0
2049,4266879.0
2050,4229946.0
2051,4152912.0
2052,4088468.0
2053,4023011.0
2054,3984663.0
2055,3953325.0
2056,3886137.0
2057,3873646.0
2058,3833774.0
2059,3849241.0
2060,4069486.0
2061,3960587.0
2062,3779669.0
2063,3554271.0
2064,3395485.0
2065,3349957.0
2066,3266548.0
2067,3240689.0
2068,3299218.0
2069,3451927.0
2070,3731614.0
2071,3983183.0
2072,4070348.0
2073,4100648.0
2074,4107466.0
2075,4068084.0
2076,4030111.0
2077,3987274.0
2078,3946630.0
2079,3891225.0
2080,3881784.0
2081,3817314.0
2082,3807629.0
2083,3801066.0
2084,3908753.0
2085,3901383.0
2086,3714556.0
2087,3493374.0
2088,3341108.0
2089,3281720.0
2090,3200432.0
2091,3173020.0
2092,3226116.0
2093,3370545.0
2094,3636756.0
2095,3887591.0
2096,3972399.0
2097,4023417.0
2098,4020627.0
2099,3997422.0
2100,3943557.0
2101,3896243.0
2102,3867069.0
2103,3787514.0
2104,3702858.0
2105,3682423.0
2106,3656109.0
2107,3648274.0
2108,3810762.0
2109,3759129.0
2110,3577650.0
2111,3372124.0
2112,3171256.0
2113,3072930.0
2114,3011137.0
2115,2989126.0
2116,3010236.0
2117,3061464.0
2118,3181385.0
2119,3344447.0
2120,3479535.0
2121,3562882.0
2122,3618617.0
2123,3625733.0
2124,3598319.0
2125,3538006.0
2126,3541928.0
2127,3519556.0
2128,3511406.0
2129,3540584.0
2130,3589873.0
2131,3594787.0
2132,3721495.0
2133,3647867.0
2134,3516381.0
2135,3355938.0
2136,3212494.0
2137,3136469.0
2138,3076827.0
2139,3068366.0
2140,3090974.0
2141,3135799.0
2142,3232973.0
2143,3367192.0
2144,3446961.0
2145,3532611.0
2146,3563303.0
2147,3577205.0
2148,3616008.0
2149,3590190.0
2150,3577765.0
2151,3546803.0
2152,3570803.0
2153,3589172.0
2154,3592309.0
2155,3670925.0
2156,3846703.0
2157,3794331.0
2158,3642144.0
2159,3498081.0
2160,3431090.0
2161,3410476.0
2162,3377791.0
2163,3364917.0
2164,3465792.0
2165,3622443.0
2166,3940129.0
2167,4174104.0
2168,4240065.0
2169,4279042.0
2170,4270469.0
2171,4216547.0
2172,4167021.0
2173,4095974.0
2174,4073327.0
2175,4020687.0
2176,3960766.0
2177,3950406.0
2178,3935479.0
2179,3945235.0
2180,4092090.0
2181,4056474.0
2182,3869144.0
2183,3647685.0
2184,3486938.0
2185,3434305.0
2186,3364691.0
2187,3310079.0
2188,3354054.0
2189,3523630.0
2190,3809667.0
2191,4009984.0
2192,4138228.0
2193,4191709.0
2194,4185704.0
2195,4122733.0
2196,4050388.0
2197,4010981.0
2198,3940205.0
2199,3895335.0
2200,3898687.0
2201,3922787.0
2202,3924760.0
2203,3941473.0
2204,4059179.0
2205,3969253.0
2206,3781420.0
2207,3586322.0
2208,3441111.0
2209,3388783.0
2210,3319710.0
2211,3309753.0
2212,3348060.0
2213,3486717.0
2214,3809262.0
2215,4014403.0
2216,4105086.0
2217,4146188.0
2218,4151216.0
2219,4109295.0
2220,4059887.0
2221,4034564.0
2222,3996037.0
2223,3962290.0
2224,3876512.0
2225,3851462.0
2226,3795337.0
2227,3803418.0
2228,3979502.0
2229,3975117.0
2230,3772671.0
2231,3548818.0
2232,3408909.0
2233,3356209.0
2234,3300308.0
2235,3287562.0
2236,3333731.0
2237,3489196.0
2238,3806595.0
2239,4010283.0
2240,4126425.0
2241,4162347.0
2242,4250910.0
2243,4226088.0
2244,4159350.0
2245,4082083.0
2246,4041206.0
2247,3985082.0
2248,3925857.0
2249,3933299.0
2250,3898202.0
2251,3887642.0
2252,4076659.0
2253,4044944.0
2254,3786097.0
2255,3569435.0
2256,3410919.0
2257,3361733.0
2258,3298389.0
2259,3287520.0
2260,3343837.0
2261,3489512.0
2262,3719345.0
2263,3958736.0
2264,4073300.0
2265,4153199.0
2266,4172697.0
2267,4142922.0
2268,4071090.0
2269,4009222.0
2270,3928548.0
2271,3835831.0
2272,3741997.0
2273,3675552.0
2274,3607647.0
2275,3608323.0
2276,3684514.0
2277,3736577.0
2278,3598058.0
2279,3350131.0
2280,3151019.0
2281,3034156.0
2282,2950689.0
2283,2934718.0
2284,2946264.0
2285,2996343.0
2286,3148991.0
2287,3293044.0
2288,3357611.0
2289,3412646.0
2290,3426655.0
2291,3405109.0
2292,3361898.0
2293,3294372.0
2294,3292508.0
2295,3261375.0
2296,3263450.0
2297,3278605.0
2298,3294798.0
2299,3315102.0
2300,3414586.0
2301,3391714.0
2302,3273967.0
2303,3079161.0
2304,2915463.0
2305,2813011.0
2306,2746250.0
2307,2709241.0
2308,2726265.0
2309,2777972.0
2310,2896495.0
2311,3028012.0
2312,3117944.0
2313,3202726.0
2314,3229120.0
2315,3222190.0
2316,3253458.0
2317,3264591.0
2318,3251825.0
2319,3263965.0
2320,3312824.0
2321,3427770.0
2322,3426608.0
2323,3487749.0
2324,3581052.0
2325,3485821.0
2326,3317191.0
2327,3185943.0
2328,3117456.0
2329,3028182.0
2330,3011061.0
2331,3012116.0
2332,3059320.0
2333,3243628.0
2334,3564384.0
2335,3806339.0
2336,3922196.0
2337,4003292.0
2338,4024261.0
2339,4029286.0
2340,4004479.0
2341,3978533.0
2342,3949467.0
2343,3915155.0
2344,3885127.0
2345,3823623.0
2346,3771571.0
2347,3751117.0
2348,3927036.0
2349,3862033.0
2350,3668125.0
2351,3445246.0
2352,3283228.0
2353,3175801.0
2354,3110063.0
2355,3098708.0
2356,3126353.0
2357,3294197.0
2358,3621696.0
2359,3829216.0
2360,3932494.0
2361,4008791.0
2362,4004784.0
2363,4025892.0
2364,4001062.0
2365,3979868.0
2366,3969657.0
2367,3905811.0
2368,3889513.0
2369,3859755.0
2370,3824939.0
2371,3829887.0
2372,3953630.0
2373,3901663.0
2374,3696778.0
2375,3473888.0
2376,3316115.0
2377,3255468.0
2378,3212303.0
2379,3187265.0
2380,3261679.0
2381,3403109.0
2382,3773626.0
2383,3975030.0
2384,4069411.0
2385,4144832.0
2386,4147461.0
2387,4152672.0
2388,4138756.0
2389,4104847.0
2390,4056738.0
2391,4007601.0
2392,3981062.0
2393,3983326.0
2394,3996518.0
2395,4011486.0
2396,4104432.0
2397,4048764.0
2398,3823166.0
2399,3601809.0
2400,3450662.0
2401,3400615.0
2402,3348086.0
2403,3324541.0
2404,3372205.0
2405,3551387.0
2406,3877234.0
2407,4104205.0
2408,4209667.0
2409,4296475.0
2410,4347691.0
2411,4316345.0
2412,4249718.0
2413,4219705.0
2414,4158378.0
2415,4086119.0
2416,4011883.0
2417,3988287.0
2418,3955756.0
2419,3933531.0
2420,4047411.0
2421,4009727.0
2422,3807700.0
2423,3569161.0
2424,3408669.0
2425,3325428.0
2426,3253375.0
2427,3204596.0
2428,3233310.0
2429,3393029.0
2430,3704686.0
2431,3931576.0
2432,4040263.0
2433,4117875.0
2434,4150377.0
2435,4081911.0
2436,3983015.0
2437,3934269.0
2438,3912626.0
2439,3812120.0
2440,3732442.0
2441,3676225.0
2442,3618550.0
2443,3606934.0
2444,3748222.0
2445,3778189.0
2446,3617138.0
2447,3388275.0
2448,3205951.0
2449,3111391.0
2450,3036012.0
2451,3017265.0
2452,3041520.0
2453,3095157.0
2454,3236052.0
2455,3338465.0
2456,3456053.0
2457,3514422.0
2458,3540689.0
2459,3498430.0
2460,3468889.0
2461,3424903.0
2462,3343893.0
2463,3293677.0
2464,3286778.0
2465,3316480.0
2466,3321330.0
2467,3334689.0
2468,3463603.0
2469,3475450.0
2470,3346917.0
2471,3175445.0
2472,3018994.0
2473,2923123.0
2474,2861156.0
2475,2840352.0
2476,2852207.0
2477,2926804.0
2478,3044043.0
2479,3175658.0
2480,3301645.0
2481,3430570.0
2482,3509083.0
2483,3539270.0
2484,3632898.0
2485,3645722.0
2486,3632626.0
2487,3665727.0
2488,3694165.0
2489,3728580.0
2490,3734008.0
2491,3736228.0
2492,3878247.0
2493,3776721.0
2494,3629636.0
2495,3467904.0
2496,3368051.0
2497,3319325.0
2498,3286831.0
2499,3281154.0
2500,3331569.0
2501,3513818.0
2502,3860592.0
2503,4023488.0
2504,4122694.0
2505,4179177.0
2506,4217766.0
2507,4190812.0
2508,4108581.0
2509,4068137.0
2510,4042632.0
2511,3992763.0
2512,3918373.0
2513,3885631.0
2514,3884919.0
2515,3814048.0
2516,3957468.0
2517,3995891.0
2518,3835866.0
2519,3588578.0
2520,3431846.0
2521,3359891.0
2522,3284116.0
2523,3255550.0
2524,3312679.0
2525,3448287.0
2526,3812850.0
2527,4019708.0
2528,4121802.0
2529,4185608.0
2530,4230532.0
2531,4200685.0
2532,4115790.0
2533,4075607.0
2534,4061648.0
2535,4051240.0
2536,4023856.0
2537,3961323.0
2538,3919917.0
2539,3916011.0
2540,3990510.0
2541,3978017.0
2542,3773444.0
2543,3513775.0
2544,3369944.0
2545,3294050.0
2546,3247370.0
2547,3206629.0
2548,3260760.0
2549,3411749.0
2550,3742026.0
2551,3944331.0
2552,4081664.0
2553,4165912.0
2554,4170657.0
2555,4142182.0
2556,4089406.0
2557,4014078.0
2558,4005911.0
2559,3985697.0
2560,3934787.0
2561,3910794.0
2562,3887337.0
2563,3890793.0
2564,3982399.0
2565,3955200.0
2566,3734524.0
2567,3478338.0
2568,3306500.0
2569,3234372.0
2570,3147331.0
2571,3134808.0
2572,3194989.0
2573,3341424.0
2574,3668001.0
2575,3864150.0
2576,4001745.0
2577,4099538.0
2578,4152991.0
2579,4166965.0
2580,4128510.0
2581,4126810.0
2582,4099168.0
2583,4042973.0
2584,3995690.0
2585,3965774.0
2586,3893402.0
2587,3889886.0
2588,3955642.0
2589,3903021.0
2590,3665686.0
2591,3413307.0
2592,3202608.0
2593,3095217.0
2594,3025261.0
2595,3001339.0
2596,3048163.0
2597,3184220.0
2598,3443772.0
2599,3623873.0
2600,3743882.0
2601,3836895.0
2602,3846426.0
2603,3818770.0
2604,3774969.0
2605,3739315.0
2606,3689220.0
2607,3676107.0
2608,3607467.0
2609,3567853.0
2610,3506678.0
2611,3443757.0
2612,3561671.0
2613,3576959.0
2614,3444907.0
2615,3228714.0
2616,3031674.0
2617,2939235.0
2618,2885148.0
2619,2863736.0
2620,2869414.0
2621,2921043.0
2622,3053346.0
2623,3163020.0
2624,3281031.0
2625,3358535.0
2626,3414880.0
2627,3380975.0
2628,3354367.0
2629,3333312.0
2630,3264097.0
2631,3231847.0
2632,3239395.0
2633,3251256.0
2634,3242787.0
2635,3246319.0
2636,3328233.0
2637,3359344.0
2638,3231864.0
2639,3048307.0
2640,2899048.0
2641,2788449.0
2642,2715920.0
2643,2696774.0
2644,2724187.0
2645,2778179.0
2646,2902912.0
2647,3021299.0
2648,3144021.0
2649,3204190.0
2650,3173508.0
2651,3206076.0
2652,3181864.0
2653,3072884.0
2654,3003535.0
2655,2996320.0
2656,2979004.0
2657,3028175.0
2658,3084356.0
2659,3134459.0
2660,3293210.0
2661,3345620.0
2662,3201424.0
2663,3005545.0
2664,2920890.0
2665,2880652.0
2666,2850899.0
2667,2840810.0
2668,2910141.0
2669,3065949.0
2670,3419369.0
2671,3639073.0
2672,3788854.0
2673,3906989.0
2674,3986903.0
2675,4001240.0
2676,4043447.0
2677,4040582.0
2678,4046872.0
2679,4027115.0
2680,4013966.0
2681,3958413.0
2682,3914247.0
2683,3836741.0
2684,3993107.0
2685,3974039.0
2686,3748339.0
2687,3489652.0
2688,3292633.0
2689,3200484.0
2690,3118144.0
2691,3087444.0
2692,3113535.0
2693,3252224.0
2694,3594749.0
2695,3811622.0
2696,3927147.0
2697,4000274.0
2698,4068800.0
2699,4100745.0
2700,4067651.0
2701,4014649.0
2702,3993996.0
2703,3945099.0
2704,3879533.0
2705,3845119.0
2706,3795473.0
2707,3773649.0
2708,3854988.0
2709,3901816.0
2710,3709118.0
2711,3466730.0
2712,3301109.0
2713,3250544.0
2714,3193476.0
2715,3167173.0
2716,3232440.0
2717,3412368.0
2718,3727396.0
2719,3913809.0
2720,3995429.0
2721,4073590.0
2722,4048480.0
2723,4031716.0
2724,3990850.0
2725,3963551.0
2726,3944095.0
2727,3919201.0
2728,3909115.0
2729,3836952.0
2730,3802194.0
2731,3766906.0
2732,3862179.0
2733,3898176.0
2734,3680318.0
2735,3432121.0
2736,3250263.0
2737,3181301.0
2738,3118069.0
2739,3091998.0
2740,3167663.0
2741,3321689.0
2742,3631952.0
2743,3803832.0
2744,3882680.0
2745,3978453.0
2746,4033823.0
2747,4026925.0
2748,3992781.0
2749,3965376.0
2750,4004526.0
2751,3985846.0
2752,3936453.0
2753,3873585.0
2754,3817645.0
2755,3786550.0
2756,3906942.0
2757,3889133.0
2758,3695177.0
2759,3437432.0
2760,3251162.0
2761,3147955.0
2762,3088245.0
2763,3056496.0
2764,3089332.0
2765,3223183.0
2766,3536212.0
2767,3741311.0
2768,3821137.0
2769,3904600.0
2770,3966106.0
2771,3974748.0
2772,3918889.0
2773,3901242.0
2774,3866255.0
2775,3792771.0
2776,3697952.0
2777,3635766.0
2778,3580506.0
2779,3541399.0
2780,3608135.0
2781,3693895.0
2782,3547209.0
2783,3329192.0
2784,3129013.0
2785,3034770.0
2786,2963896.0
2787,2947400.0
2788,2970795.0
2789,3036947.0
2790,3186284.0
2791,3279919.0
2792,3400673.0
2793,3438599.0
2794,3472066.0
2795,3455403.0
2796,3442852.0
2797,3412418.0
2798,3335346.0
2799,3321486.0
2800,3364515.0
2801,3355861.0
2802,3402118.0
2803,3419055.0
2804,3517797.0
2805,3537237.0
2806,3416429.0
2807,3196323.0
2808,3038719.0
2809,2955469.0
2810,2896798.0
2811,2867168.0
2812,2899791.0
2813,2944301.0
2814,3032435.0
2815,3129146.0
2816,3218992.0
2817,3266519.0
2818,3286896.0
2819,3321573.0
2820,3338205.0
2821,3285032.0
2822,3244521.0
2823,3207759.0
2824,3219898.0
2825,3274681.0
2826,3311224.0
2827,3336740.0
2828,3459376.0
2829,3519692.0
2830,3354453.0
2831,3198707.0
2832,3130932.0
2833,3088623.0
2834,3073792.0
2835,3087923.0
2836,3146025.0
2837,3338253.0
2838,3651146.0
2839,3858868.0
2840,4007470.0
2841,4131934.0
2842,4194712.0
2843,4259892.0
2844,4232699.0
2845,4194389.0
2846,4170459.0
2847,4152046.0
2848,4147326.0
2849,4138341.0
2850,4039609.0
2851,4007616.0
2852,4034999.0
2853,3951804.0
2854,3732593.0
2855,3507215.0
2856,3360503.0
2857,3284672.0
2858,3216105.0
2859,3187695.0
2860,3231681.0
2861,3401913.0
2862,3697784.0
2863,3910718.0
2864,4033756.0
2865,4120732.0
2866,4170029.0
2867,4191406.0
2868,4143253.0
2869,4111408.0
2870,4123173.0
2871,4050381.0
2872,4068397.0
2873,4073300.0
2874,4051803.0
2875,3992997.0
2876,4027498.0
2877,4010135.0
2878,3796492.0
2879,3573964.0
2880,3400244.0
2881,3306317.0
2882,3256461.0
2883,3238001.0
2884,3286872.0
2885,3443810.0
2886,3760482.0
2887,3986258.0
2888,4086933.0
2889,4197052.0
2890,4222561.0
2891,4196322.0
2892,4170541.0
2893,4159533.0
2894,4142545.0
2895,4073195.0
2896,4018888.0
2897,4000178.0
2898,3926423.0
2899,3878356.0
2900,3935779.0
2901,3934154.0
2902,3764440.0
2903,3517271.0
2904,3367795.0
2905,3291249.0
2906,3239354.0
2907,3210128.0
2908,3263399.0
2909,3416832.0
2910,3716033.0
2911,3901403.0
2912,4039734.0
2913,4124186.0
2914,4160434.0
2915,4127674.0
2916,4100598.0
2917,4106190.0
2918,4085490.0
2919,4071901.0
2920,4051049.0
2921,4042375.0
2922,3982335.0
2923,3920436.0
2924,3954720.0
2925,3923268.0
2926,3741978.0
2927,3533374.0
2928,3375160.0
2929,3307844.0
2930,3217865.0
2931,3192665.0
2932,3233097.0
2933,3378164.0
2934,3671445.0
2935,3853147.0
2936,3950999.0
2937,4042321.0
2938,4052346.0
2939,4065488.0
2940,3986294.0
2941,3941934.0
2942,3893444.0
2943,3850501.0
2944,3769255.0
2945,3726727.0
2946,3633189.0
2947,3644093.0
2948,3708017.0
2949,3758920.0
2950,3608049.0
2951,3359982.0
2952,3137275.0
2953,3027003.0
2954,2973021.0
2955,2941795.0
2956,2941279.0
2957,3012569.0
2958,3140173.0
2959,3295473.0
2960,3368118.0
2961,3443608.0
2962,3402237.0
2963,3412706.0
2964,3376402.0
2965,3337717.0
2966,3264589.0
2967,3255873.0
2968,3261151.0
2969,3288088.0
2970,3289180.0
2971,3264531.0
2972,3319594.0
2973,3415393.0
2974,3271237.0
2975,3069942.0
2976,2909309.0
2977,2834205.0
2978,2770105.0
2979,2745739.0
2980,2757151.0
2981,2824692.0
2982,2916230.0
2983,3016327.0
2984,3118362.0
2985,3192342.0
2986,3199253.0
2987,3226883.0
2988,3251875.0
2989,3285047.0
2990,3298645.0
2991,3275735.0
2992,3290062.0
2993,3368791.0
2994,3399706.0
2995,3396377.0
2996,3458047.0
2997,3533053.0
2998,3406859.0
2999,3187888.0
3000,3085301.0
3001,3012687.0
3002,2970331.0
3003,2981782.0
3004,3023625.0
3005,3195146.0
3006,3482553.0
3007,3729568.0
3008,3902651.0
3009,4005072.0
3010,4066018.0
3011,4121539.0
3012,4134717.0
3013,4122587.0
3014,4104103.0
3015,4064826.0
3016,3971976.0
3017,3933581.0
3018,3901632.0
3019,3853418.0
3020,3932933.0
3021,3924823.0
3022,3726279.0
3023,3456472.0
3024,3316129.0
3025,3229681.0
3026,3164748.0
3027,3150980.0
3028,3182392.0
3029,3333713.0
3030,3615080.0
3031,3838437.0
3032,3989632.0
3033,4060003.0
3034,4058446.0
3035,4066081.0
3036,4073880.0
3037,4022175.0
3038,3982466.0
3039,3959159.0
3040,3884453.0
3041,3874890.0
3042,3804233.0
3043,3773147.0
3044,3874316.0
3045,3916948.0
3046,3702312.0
3047,3481572.0
3048,3308742.0
3049,3250773.0
3050,3180438.0
3051,3153630.0
3052,3243061.0
3053,3402857.0
3054,3689701.0
3055,3855615.0
3056,3942614.0
3057,4024440.0
3058,4054712.0
3059,4070484.0
3060,4013084.0
3061,3984530.0
3062,4004010.0
3063,3967657.0
3064,3956625.0
3065,3925984.0
3066,3864689.0
3067,3816595.0
3068,3900780.0
3069,3922941.0
3070,3757116.0
3071,3505224.0
3072,3338555.0
3073,3246995.0
3074,3178389.0
3075,3160008.0
3076,3196021.0
3077,3348330.0
3078,3614810.0
3079,3808691.0
3080,3963859.0
3081,4078412.0
3082,4128820.0
3083,4133039.0
3084,4117584.0
3085,4139929.0
3086,4151426.0
3087,4119872.0
3088,4078377.0
3089,3983432.0
3090,3894037.0
3091,3835771.0
3092,3860250.0
3093,3895797.0
3094,3734597.0
3095,3455498.0
3096,3284115.0
3097,3207789.0
3098,3127539.0
3099,3099296.0
3100,3128968.0
3101,3291167.0
3102,3582969.0
3103,3814328.0
3104,3922548.0
3105,3995371.0
3106,3994094.0
3107,3972734.0
3108,3926538.0
3109,3868463.0
3110,3866248.0
3111,3799180.0
3112,3711610.0
3113,3665087.0
3114,3590861.0
3115,3578025.0
3116,3610588.0
3117,3747402.0
3118,3633880.0
3119,3350263.0
3120,3160853.0
3121,3035383.0
3122,2983541.0
3123,2948968.0
3124,2941871.0
3125,3007280.0
3126,3103046.0
3127,3232018.0
3128,3337665.0
3129,3396377.0
3130,3421467.0
3131,3385891.0
3132,3362710.0
3133,3300816.0
3134,3286349.0
3135,3249776.0
3136,3260219.0
3137,3342593.0
3138,3353273.0
3139,3345196.0
3140,3396351.0
3141,3444224.0
3142,3346983.0
3143,3135631.0
3144,2972405.0
3145,2872602.0
3146,2795053.0
3147,2763807.0
3148,2778754.0
3149,2828750.0
3150,2905096.0
3151,3014552.0
3152,3165719.0
3153,3263200.0
3154,3279457.0
3155,3246767.0
3156,3220904.0
3157,3220859.0
3158,3211011.0
3159,3210636.0
3160,3234481.0
3161,3264040.0
3162,3334989.0
3163,3403691.0
3164,3465213.0
3165,3488778.0
3166,3374279.0
3167,3188592.0
3168,3126114.0
3169,3080084.0
3170,3049547.0
3171,3046575.0
3172,3107795.0
3173,3289814.0
3174,3622487.0
3175,3829595.0
3176,3954364.0
3177,4059363.0
3178,4096731.0
3179,4102527.0
3180,4068045.0
3181,4029229.0
3182,4026965.0
3183,3963500.0
3184,3933095.0
3185,3864844.0
3186,3806898.0
3187,3747799.0
3188,3805386.0
3189,3899715.0
3190,3731078.0
3191,3505414.0
3192,3324312.0
3193,3242958.0
3194,3200098.0
3195,3167882.0
3196,3243391.0
3197,3429514.0
3198,3687086.0
3199,3832956.0
3200,3933687.0
3201,4008372.0
3202,4008058.0
3203,4007416.0
3204,3986129.0
3205,3994602.0
3206,3986640.0
3207,3960147.0
3208,3919268.0
3209,3860605.0
3210,3788780.0
3211,3757568.0
3212,3824942.0
3213,3892702.0
