Hour,2019 kwh
4768,6070978.0
4769,6243983.0
4770,6308282.0
4771,6242072.0
4772,6082990.0
4773,5978498.0
4774,5730451.0
4775,5335046.0
4776,4974633.0
4777,4739434.0
4778,4561856.0
4779,4510110.0
4780,4518502.0
4781,4671480.0
4782,4925024.0
4783,5260112.0
4784,5537113.0
4785,5801003.0
4786,6063738.0
4787,6378217.0
4788,6609530.0
4789,6831807.0
4790,6907980.0
4791,7037233.0
4792,7032570.0
4793,6965880.0
4794,6854202.0
4795,6642539.0
4796,6414595.0
4797,6323474.0
4798,6108482.0
4799,5662470.0
4800,5286549.0
4801,4942135.0
4802,4455695.0
4803,4128708.0
4804,3932695.0
4805,3874004.0
4806,3932722.0
4807,4025391.0
4808,4277219.0
4809,4596689.0
4810,4927864.0
4811,5233848.0
4812,5549965.0
4813,5763627.0
4814,5914641.0
4815,5980758.0
4816,5798915.0
4817,5533667.0
4818,5155682.0
4819,4882930.0
4820,4763409.0
4821,4694877.0
4822,4518342.0
4823,4223472.0
4824,3908632.0
4825,3678839.0
4826,3562497.0
4827,3482720.0
4828,3417140.0
4829,3429500.0
4830,3478636.0
4831,3535710.0
4832,3696602.0
4833,3901751.0
4834,4132741.0
4835,4403296.0
4836,4616215.0
4837,4818400.0
4838,4959135.0
4839,5019963.0
4840,5208020.0
4841,5330568.0
4842,5301606.0
4843,5167148.0
4844,5006425.0
4845,4862493.0
4846,4614960.0
4847,4294927.0
4848,4008960.0
4849,3822126.0
4850,3675180.0
4851,3589116.0
4852,3606275.0
4853,3721754.0
4854,3931094.0
4855,4122586.0
4856,4322964.0
4857,4515875.0
4858,4662675.0
4859,4723946.0
4860,4786048.0
4861,4919737.0
4862,5029796.0
4863,5108170.0
4864,5142661.0
4865,5154179.0
4866,5079156.0
4867,4946617.0
4868,4820427.0
4869,4699551.0
4870,4482462.0
4871,4086860.0
4872,3806363.0
4873,3627233.0
4874,3513316.0
4875,3430290.0
4876,3425103.0
4877,3533607.0
4878,3718358.0
4879,3942338.0
4880,4110489.0
4881,4324903.0
4882,4491765.0
4883,4590352.0
4884,4685940.0
4885,4820560.0
4886,4898141.0
4887,4943542.0
4888,4976456.0
4889,4937020.0
4890,4848091.0
4891,4708032.0
4892,4568472.0
4893,4541924.0
4894,4344838.0
4895,4025929.0
4896,3765152.0
4897,3579806.0
4898,3472560.0
4899,3414749.0
4900,3411169.0
4901,3546855.0
4902,3739395.0
4903,3907740.0
4904,4091466.0
4905,4327505.0
4906,4465951.0
4907,4590596.0
4908,4649438.0
4909,4773322.0
4910,4905564.0
4911,5015173.0
4912,5120274.0
4913,5156118.0
4914,5116429.0
4915,4963972.0
4916,4874281.0
4917,4782967.0
4918,4533797.0
4919,4184087.0
4920,3868692.0
4921,3687626.0
4922,3560327.0
4923,3471463.0
4924,3471239.0
4925,3613193.0
4926,3821069.0
4927,4043732.0
4928,4261584.0
4929,4507506.0
4930,4720983.0
4931,4896309.0
4932,5034639.0
4933,5225800.0
4934,5401532.0
4935,5563910.0
4936,5704378.0
4937,5727606.0
4938,5672620.0
4939,5526076.0
4940,5374014.0
4941,5296725.0
4942,5012953.0
4943,4583455.0
4944,4210559.0
4945,3955430.0
4946,3787746.0
4947,3694456.0
4948,3671483.0
4949,3758418.0
4950,3944143.0
4951,4156733.0
4952,4413220.0
4953,4749545.0
4954,5024546.0
4955,5239866.0
4956,5423238.0
4957,5561150.0
4958,5694254.0
4959,5766990.0
4960,5800065.0
4961,5730034.0
4962,5599664.0
4963,5433429.0
4964,5220034.0
4965,5162854.0
4966,4927202.0
4967,4546183.0
4968,4208784.0
4969,3949280.0
4970,3786259.0
4971,3665943.0
4972,3639445.0
4973,3670809.0
4974,3751080.0
4975,3875999.0
4976,4076768.0
4977,4361121.0
4978,4696219.0
4979,4946704.0
4980,5116161.0
4981,5291848.0
4982,5429943.0
4983,5473471.0
4984,5537260.0
4985,5611798.0
4986,5552170.0
4987,5392985.0
4988,5261575.0
4989,5172088.0
4990,4961518.0
4991,4626594.0
4992,4283101.0
4993,4040381.0
4994,3870385.0
4995,3746583.0
4996,3680404.0
4997,3674205.0
4998,3689908.0
4999,3783183.0
5000,4123206.0
5001,4475635.0
5002,4823935.0
5003,5145027.0
5004,5441314.0
5005,5629887.0
5006,5776648.0
5007,5875113.0
5008,5961637.0
5009,6065341.0
5010,6039060.0
5011,5851811.0
5012,5660702.0
5013,5564379.0
5014,5303552.0
5015,4928997.0
5016,4609186.0
5017,4367254.0
5018,4205062.0
5019,4103788.0
5020,4101966.0
5021,4225549.0
5022,4499325.0
5023,4752226.0
5024,4994055.0
5025,5304555.0
5026,5531793.0
5027,5756616.0
5028,5828010.0
5029,5795195.0
5030,5701103.0
5031,5581186.0
5032,5468904.0
5033,5393503.0
5034,5375869.0
5035,5289078.0
5036,5163017.0
5037,5103816.0
5038,4865626.0
5039,4506147.0
5040,4207902.0
5041,3986434.0
5042,3853240.0
5043,3783404.0
5044,3786140.0
5045,3899387.0
5046,4134300.0
5047,4405070.0
5048,4636339.0
5049,4907116.0
5050,5154934.0
5051,5382103.0
5052,5498738.0
5053,5630729.0
5054,5780244.0
5055,5894352.0
5056,5936784.0
5057,5866018.0
5058,5703204.0
5059,5472276.0
5060,5186870.0
5061,4995255.0
5062,4751379.0
5063,4305133.0
5064,3988778.0
5065,3778409.0
5066,3617382.0
5067,3538289.0
5068,3554220.0
5069,3644643.0
5070,3851668.0
5071,4049876.0
5072,4223265.0
5073,4438053.0
5074,4597963.0
5075,4710024.0
5076,4793299.0
5077,4942779.0
5078,5044892.0
5079,5154761.0
5080,5197535.0
5081,5269332.0
5082,5229183.0
5083,5092740.0
5084,4943659.0
5085,4819015.0
5086,4570499.0
5087,4160711.0
5088,3853490.0
5089,3734890.0
5090,3600577.0
5091,3489667.0
5092,3529851.0
5093,3633649.0
5094,3848486.0
5095,3991954.0
5096,4139840.0
5097,4411088.0
5098,4636931.0
5099,4760131.0
5100,4873227.0
5101,4996351.0
5102,5146663.0
5103,5241006.0
5104,5325771.0
5105,5370069.0
5106,5305488.0
5107,5175800.0
5108,5030575.0
5109,4917754.0
5110,4647898.0
5111,4269394.0
5112,3941650.0
5113,3733744.0
5114,3553000.0
5115,3474553.0
5116,3457295.0
5117,3570594.0
5118,3738469.0
5119,3913747.0
5120,4139314.0
5121,4372833.0
5122,4618494.0
5123,4762872.0
5124,4898368.0
5125,5059583.0
5126,5205324.0
5127,5337992.0
5128,5415542.0
5129,5464935.0
5130,5410602.0
5131,5212351.0
5132,5025515.0
5133,4900600.0
5134,4614038.0
5135,4210362.0
5136,3852133.0
5137,3604986.0
5138,3437826.0
5139,3340551.0
5140,3289163.0
5141,3315649.0
5142,3369846.0
5143,3466264.0
5144,3674563.0
5145,3940953.0
5146,4126424.0
5147,4379778.0
5148,4629782.0
5149,4817048.0
5150,5005288.0
5151,5182729.0
5152,5302858.0
5153,5376122.0
5154,5355374.0
5155,5155409.0
5156,4913892.0
5157,4766805.0
5158,4508213.0
5159,4136949.0
5160,3799189.0
5161,3561705.0
5162,3412245.0
5163,3307990.0
5164,3251326.0
5165,3247486.0
5166,3294654.0
5167,3361052.0
5168,3569547.0
5169,3877571.0
5170,4176848.0
5171,4433714.0
5172,4749847.0
5173,5014904.0
5174,5147866.0
5175,5289526.0
5176,5406452.0
5177,5459379.0
5178,5430488.0
5179,5242187.0
5180,5076922.0
5181,4991707.0
5182,4718781.0
5183,4333408.0
5184,4075971.0
5185,3867406.0
5186,3711369.0
5187,3634048.0
5188,3628339.0
5189,3742628.0
5190,3974439.0
5191,4232158.0
5192,4490937.0
5193,4814011.0
5194,5170921.0
5195,5399654.0
5196,5655688.0
5197,5877850.0
5198,6083493.0
5199,6239259.0
5200,6356943.0
5201,6356870.0
5202,6238628.0
5203,5999221.0
5204,5769734.0
5205,5712788.0
5206,5322490.0
5207,4850554.0
5208,4498219.0
5209,4228100.0
5210,4051122.0
5211,3937928.0
5212,3917576.0
5213,4007984.0
5214,4242691.0
5215,4500590.0
5216,4692908.0
5217,4868801.0
5218,5021152.0
5219,5125168.0
5220,5224978.0
5221,5332241.0
5222,5492539.0
5223,5653503.0
5224,5739067.0
5225,5766037.0
5226,5733633.0
5227,5554398.0
5228,5363388.0
5229,5248053.0
5230,4931064.0
5231,4505493.0
5232,4152638.0
5233,3941761.0
5234,3782696.0
5235,3662508.0
5236,3666974.0
5237,3802930.0
5238,4026872.0
5239,4236680.0
5240,4453066.0
5241,4745768.0
5242,5036037.0
5243,5264300.0
5244,5464866.0
5245,5672974.0
5246,5863605.0
5247,5977728.0
5248,6084194.0
5249,6092155.0
5250,5955231.0
5251,5722168.0
5252,5619075.0
5253,5455513.0
5254,5047448.0
5255,4645527.0
5256,4316625.0
5257,4067268.0
5258,3904838.0
5259,3801767.0
5260,3778202.0
5261,3891309.0
5262,4148977.0
5263,4364128.0
5264,4599830.0
5265,4802699.0
5266,5018725.0
5267,5208176.0
5268,5291494.0
5269,5448147.0
5270,5542771.0
5271,5648482.0
5272,5641214.0
5273,5578297.0
5274,5416594.0
5275,5191137.0
5276,4909801.0
5277,4807585.0
5278,4556839.0
5279,4176310.0
5280,3887549.0
5281,3705216.0
5282,3557783.0
5283,3502441.0
5284,3491441.0
5285,3582839.0
5286,3782879.0
5287,3960573.0
5288,4208870.0
5289,4472333.0
5290,4631862.0
5291,4762552.0
5292,4818416.0
5293,4893954.0
5294,4985154.0
5295,5050857.0
5296,5072001.0
5297,5062594.0
5298,4952885.0
5299,4798854.0
5300,4596631.0
5301,4535552.0
5302,4327925.0
5303,3958135.0
5304,3625516.0
5305,3441751.0
5306,3290586.0
5307,3190916.0
5308,3182340.0
5309,3217086.0
5310,3292706.0
5311,3384586.0
5312,3562802.0
5313,3785253.0
5314,3956864.0
5315,4109905.0
5316,4241051.0
5317,4343843.0
5318,4478286.0
5319,4578988.0
5320,4669354.0
5321,4673742.0
5322,4657457.0
5323,4540467.0
5324,4404916.0
5325,4334816.0
5326,4103906.0
5327,3775238.0
5328,3490264.0
5329,3288300.0
5330,3167272.0
5331,3080305.0
5332,3054747.0
5333,3075623.0
5334,3120676.0
5335,3191788.0
5336,3369811.0
5337,3548609.0
5338,3698830.0
5339,3890016.0
5340,4110536.0
5341,4296306.0
5342,4468177.0
5343,4688259.0
5344,4785359.0
5345,4884231.0
5346,4854147.0
5347,4755748.0
5348,4796564.0
5349,4815952.0
5350,4578765.0
5351,4251256.0
5352,4044519.0
5353,3878823.0
5354,3774716.0
5355,3703644.0
5356,3705882.0
5357,3850289.0
5358,4125078.0
5359,4397492.0
5360,4648037.0
5361,4974435.0
5362,5298588.0
5363,5555266.0
5364,5740353.0
5365,5890701.0
5366,6073527.0
5367,6164394.0
5368,6230691.0
5369,6140356.0
5370,5958987.0
5371,5780945.0
5372,5660674.0
5373,5582878.0
5374,5252687.0
5375,4819705.0
5376,4491235.0
5377,4248918.0
5378,4089806.0
5379,3978060.0
5380,3958996.0
5381,4062395.0
5382,4282149.0
5383,4481874.0
5384,4702004.0
5385,4892645.0
5386,5048789.0
5387,5212123.0
5388,5363501.0
5389,5592058.0
5390,5781907.0
5391,5944091.0
5392,6016183.0
5393,6016091.0
5394,5825929.0
5395,5581679.0
5396,5388452.0
5397,5280071.0
5398,4962987.0
5399,4532111.0
5400,4209504.0
5401,3999941.0
5402,3838321.0
5403,3737981.0
5404,3699710.0
5405,3827044.0
5406,4036710.0
5407,4214659.0
5408,4407810.0
5409,4612865.0
5410,4792869.0
5411,4971639.0
5412,5102394.0
5413,5220166.0
5414,5339161.0
5415,5382353.0
5416,5381959.0
5417,5340209.0
5418,5231498.0
5419,5017672.0
5420,4902740.0
5421,4866003.0
5422,4621538.0
5423,4268890.0
5424,3987197.0
5425,3801339.0
5426,3662804.0
5427,3574041.0
5428,3586887.0
5429,3690315.0
5430,3933101.0
5431,4129378.0
5432,4282190.0
5433,4424063.0
5434,4508084.0
5435,4587207.0
5436,4688394.0
5437,4722896.0
5438,4801010.0
5439,4841563.0
5440,4789634.0
5441,4739949.0
5442,4666511.0
5443,4577169.0
5444,4552036.0
5445,4541035.0
5446,4320782.0
5447,4014576.0
5448,3792342.0
5449,3609236.0
5450,3473597.0
5451,3415024.0
5452,3420291.0
5453,3517763.0
5454,3745412.0
5455,3954497.0
5456,4117386.0
5457,4287133.0
5458,4479404.0
5459,4591965.0
5460,4701380.0
5461,4816258.0
5462,4959743.0
5463,5049608.0
5464,5072422.0
5465,5073748.0
5466,4973217.0
5467,4855948.0
5468,4789235.0
5469,4830677.0
5470,4599496.0
5471,4254794.0
5472,3959258.0
5473,3738643.0
5474,3533398.0
5475,3425219.0
5476,3384838.0
5477,3410444.0
5478,3507190.0
5479,3593794.0
5480,3768463.0
5481,4058211.0
5482,4327105.0
5483,4522364.0
5484,4699237.0
5485,4850093.0
5486,4946608.0
5487,5081299.0
5488,5148116.0
5489,5177178.0
5490,5095038.0
5491,4940029.0
5492,4876482.0
5493,4804137.0
5494,4565091.0
5495,4192080.0
5496,3866078.0
5497,3624834.0
5498,3475591.0
5499,3368574.0
5500,3311079.0
5501,3337229.0
5502,3393705.0
5503,3470834.0
5504,3690820.0
5505,4025701.0
5506,4279837.0
5507,4479534.0
5508,4524734.0
5509,4495344.0
5510,4536977.0
5511,4750805.0
5512,4954279.0
5513,5055544.0
5514,5034615.0
5515,4884044.0
5516,4795788.0
5517,4699590.0
5518,4482024.0
5519,4148393.0
5520,3919077.0
5521,3744416.0
5522,3606505.0
5523,3563556.0
5524,3556601.0
5525,3700800.0
5526,3993437.0
5527,4191520.0
5528,4471934.0
5529,4801280.0
5530,5050119.0
5531,5258024.0
5532,5454723.0
5533,5629757.0
5534,5796506.0
5535,5967212.0
5536,6039076.0
5537,6019915.0
5538,5936516.0
5539,5734500.0
5540,5587060.0
5541,5429379.0
5542,5063090.0
5543,4646440.0
5544,4285721.0
5545,4084741.0
5546,3909808.0
5547,3817834.0
5548,3805850.0
5549,3941023.0
5550,4177333.0
5551,4435769.0
5552,4656708.0
5553,4943939.0
5554,5208242.0
5555,5457042.0
5556,5701720.0
5557,5928135.0
5558,6131245.0
5559,6148509.0
5560,6033288.0
5561,5894077.0
5562,5670028.0
5563,5448047.0
5564,5357371.0
5565,5295574.0
5566,4934275.0
5567,4546113.0
5568,4246558.0
5569,4050126.0
5570,3879030.0
5571,3787567.0
5572,3797787.0
5573,3954563.0
5574,4213083.0
5575,4427054.0
5576,4625178.0
5577,4883498.0
5578,5147115.0
5579,5414811.0
5580,5643476.0
5581,5901901.0
5582,6030988.0
5583,6160327.0
5584,6147529.0
5585,6030935.0
5586,5810466.0
5587,5579480.0
5588,5366276.0
5589,5266436.0
5590,4876886.0
5591,4472131.0
5592,4134614.0
5593,3931997.0
5594,3771670.0
5595,3658255.0
5596,3644222.0
5597,3752208.0
5598,3998689.0
5599,4215565.0
5600,4338684.0
5601,4492514.0
5602,4648208.0
5603,4737610.0
5604,4822120.0
5605,4917301.0
5606,5031809.0
5607,5060963.0
5608,5046293.0
5609,4963069.0
5610,4846009.0
5611,4655786.0
5612,4583212.0
5613,4500720.0
5614,4253055.0
5615,3946932.0
5616,3686303.0
5617,3529953.0
5618,3405042.0
5619,3342548.0
5620,3362045.0
5621,3474865.0
5622,3670615.0
5623,3860020.0
5624,4012105.0
5625,4167538.0
5626,4331979.0
5627,4401919.0
5628,4435160.0
5629,4503050.0
5630,4566527.0
5631,4555799.0
5632,4514797.0
5633,4532122.0
5634,4444888.0
5635,4327331.0
5636,4289560.0
5637,4252660.0
5638,4030417.0
5639,3754297.0
5640,3482637.0
5641,3340212.0
5642,3226754.0
5643,3159125.0
5644,3139952.0
5645,3177902.0
5646,3280749.0
5647,3364161.0
5648,3496285.0
5649,3655958.0
5650,3798649.0
5651,3891903.0
5652,3887278.0
5653,3892980.0
5654,3965910.0
5655,4021261.0
5656,4095684.0
5657,4188416.0
5658,4150159.0
5659,4081151.0
5660,4021061.0
5661,3988739.0
5662,3800618.0
5663,3526970.0
5664,3303462.0
5665,3141767.0
5666,3051291.0
5667,2977582.0
5668,2960457.0
5669,2987519.0
5670,3056697.0
5671,3120674.0
5672,3287208.0
5673,3446626.0
5674,3624892.0
5675,3737411.0
5676,3821820.0
5677,3886893.0
5678,3939844.0
5679,4046435.0
5680,4163188.0
5681,4268265.0
5682,4287488.0
5683,4213609.0
5684,4215620.0
5685,4149374.0
5686,3918198.0
5687,3672477.0
5688,3511587.0
5689,3404186.0
5690,3320695.0
5691,3328876.0
5692,3360842.0
5693,3509755.0
5694,3798302.0
5695,4022074.0
5696,4148530.0
5697,4334027.0
5698,4450239.0
5699,4551839.0
5700,4620683.0
5701,4623190.0
5702,4634453.0
5703,4624474.0
5704,4576725.0
5705,4514334.0
5706,4458662.0
5707,4370094.0
5708,4461843.0
5709,4395972.0
5710,4192970.0
5711,3978852.0
5712,3787220.0
5713,3675300.0
5714,3591682.0
5715,3572063.0
5716,3598799.0
5717,3758848.0
5718,4098359.0
5719,4310167.0
5720,4482107.0
5721,4648545.0
5722,4774110.0
5723,4822650.0
5724,4907472.0
5725,5026683.0
5726,5123681.0
5727,5207560.0
5728,5245029.0
5729,5239535.0
5730,5123384.0
5731,4933885.0
5732,4896907.0
5733,4780550.0
5734,4442230.0
5735,4125793.0
5736,3874191.0
5737,3703373.0
5738,3567462.0
5739,3498161.0
5740,3481518.0
5741,3599953.0
5742,3885235.0
5743,4051782.0
5744,4209420.0
5745,4432957.0
5746,4566285.0
5747,4614182.0
5748,4620823.0
5749,4621453.0
5750,4633939.0
5751,4583834.0
5752,4548354.0
5753,4466941.0
5754,4353194.0
5755,4289354.0
5756,4344728.0
5757,4285272.0
5758,4069692.0
5759,3783613.0
5760,3602330.0
5761,3450489.0
5762,3375167.0
5763,3301028.0
5764,3340248.0
5765,3475529.0
5766,3777874.0
5767,3955680.0
5768,4075831.0
5769,4286862.0
5770,4431910.0
5771,4515412.0
5772,4582353.0
5773,4635221.0
5774,4803323.0
5775,4885011.0
5776,4958188.0
5777,4908617.0
5778,4899629.0
5779,4802762.0
5780,4813447.0
5781,4781664.0
5782,4447776.0
5783,4149861.0
5784,3855165.0
5785,3664363.0
5786,3526773.0
5787,3438247.0
5788,3405220.0
5789,3496506.0
5790,3717090.0
5791,3884270.0
5792,4064047.0
5793,4247388.0
5794,4391251.0
5795,4443901.0
5796,4489539.0
5797,4522848.0
5798,4551944.0
5799,4536419.0
5800,4496937.0
5801,4419054.0
5802,4327487.0
5803,4177861.0
5804,4113693.0
5805,4033859.0
5806,3803577.0
5807,3482870.0
5808,3219001.0
5809,3034165.0
5810,2939353.0
5811,2858068.0
5812,2822565.0
5813,2866176.0
5814,2981685.0
5815,3073769.0
5816,3207160.0
5817,3360186.0
5818,3469496.0
5819,3533925.0
5820,3551910.0
5821,3583038.0
5822,3606193.0
5823,3625919.0
5824,3658291.0
5825,3724904.0
5826,3702924.0
5827,3630717.0
5828,3661867.0
5829,3628478.0
5830,3479597.0
5831,3299507.0
5832,3095213.0
5833,2958213.0
5834,2879959.0
5835,2821826.0
5836,2820814.0
5837,2858564.0
5838,2915474.0
5839,3013644.0
5840,3156944.0
5841,3260088.0
5842,3352486.0
5843,3398709.0
5844,3441789.0
5845,3457089.0
5846,3478372.0
5847,3461135.0
5848,3495945.0
5849,3540695.0
5850,3569601.0
5851,3555672.0
5852,3634520.0
5853,3587872.0
5854,3447349.0
5855,3251028.0
5856,3075843.0
5857,2958429.0
5858,2863766.0
5859,2814435.0
5860,2822984.0
5861,2880378.0
5862,2966576.0
5863,3041267.0
5864,3184184.0
5865,3368124.0
5866,3576624.0
5867,3757728.0
5868,3887569.0
5869,3986528.0
5870,4051752.0
5871,4132881.0
5872,4195195.0
5873,4253845.0
5874,4271696.0
5875,4189675.0
5876,4272019.0
5877,4170718.0
5878,3919461.0
5879,3598154.0
5880,3434155.0
5881,3313374.0
5882,3249940.0
5883,3222721.0
5884,3264990.0
5885,3441298.0
5886,3779370.0
5887,4074661.0
5888,4237282.0
5889,4416389.0
5890,4502099.0
5891,4536470.0
5892,4561751.0
5893,4637979.0
5894,4768208.0
5895,4808346.0
5896,4808509.0
5897,4743508.0
5898,4706719.0
5899,4632249.0
5900,4728867.0
5901,4701136.0
5902,4462480.0
5903,4134407.0
5904,3914989.0
5905,3719220.0
5906,3590198.0
5907,3507944.0
5908,3497446.0
5909,3618857.0
5910,3903605.0
5911,4074376.0
5912,4191195.0
5913,4345305.0
5914,4407766.0
5915,4388829.0
5916,4429150.0
5917,4441015.0
5918,4474009.0
5919,4473686.0
5920,4439909.0
5921,4412219.0
5922,4309382.0
5923,4235282.0
5924,4317749.0
5925,4218374.0
5926,3985276.0
5927,3695633.0
5928,3505756.0
5929,3380427.0
5930,3278687.0
5931,3240868.0
5932,3257563.0
5933,3413748.0
5934,3721060.0
5935,3886597.0
5936,4008505.0
5937,4100171.0
5938,4209496.0
5939,4327555.0
5940,4340915.0
5941,4400057.0
5942,4432303.0
5943,4457404.0
5944,4471212.0
5945,4437741.0
5946,4406413.0
5947,4320635.0
5948,4409957.0
5949,4296702.0
5950,4038334.0
5951,3769179.0
5952,3565506.0
5953,3420726.0
5954,3337717.0
5955,3277409.0
5956,3309600.0
5957,3466472.0
5958,3730276.0
5959,3969585.0
5960,4099978.0
5961,4232947.0
5962,4295069.0
5963,4305199.0
5964,4274246.0
5965,4310604.0
5966,4303682.0
5967,4298241.0
5968,4235102.0
5969,4202357.0
5970,4125360.0
5971,4062612.0
5972,4151808.0
5973,4076054.0
5974,3895459.0
5975,3614173.0
5976,3379550.0
5977,3234519.0
5978,3138039.0
5979,3057666.0
5980,3045543.0
5981,3079368.0
5982,3197560.0
5983,3313024.0
5984,3442942.0
5985,3542812.0
5986,3647438.0
5987,3730767.0
5988,3770727.0
5989,3799927.0
5990,3833377.0
5991,3848423.0
5992,3855536.0
5993,3913868.0
5994,3870494.0
5995,3807759.0
5996,3868504.0
5997,3791508.0
5998,3605049.0
5999,3393651.0
6000,3175210.0
6001,3023821.0
6002,2914118.0
6003,2855451.0
6004,2850341.0
6005,2875953.0
6006,2948327.0
6007,3031716.0
6008,3158775.0
6009,3255173.0
6010,3347644.0
6011,3427650.0
6012,3487905.0
6013,3527140.0
6014,3548294.0
6015,3541311.0
6016,3541901.0
6017,3609760.0
6018,3615700.0
6019,3632686.0
6020,3747856.0
6021,3702574.0
6022,3518399.0
6023,3322756.0
6024,3204037.0
6025,3147974.0
6026,3105274.0
6027,3083750.0
6028,3141055.0
6029,3332475.0
6030,3641721.0
6031,3863869.0
6032,4011090.0
6033,4126256.0
6034,4189382.0
6035,4229351.0
6036,4212274.0
6037,4232535.0
6038,4292409.0
6039,4278628.0
6040,4286087.0
6041,4259008.0
6042,4243116.0
6043,4206955.0
6044,4328427.0
6045,4241036.0
6046,3981718.0
6047,3705791.0
6048,3542983.0
6049,3426135.0
6050,3350642.0
6051,3297161.0
6052,3340351.0
6053,3502918.0
6054,3791668.0
6055,4055592.0
6056,4217480.0
6057,4346327.0
6058,4436967.0
6059,4509956.0
6060,4593613.0
6061,4688291.0
6062,4817971.0
6063,4971137.0
6064,5084948.0
6065,5185729.0
6066,5168317.0
6067,5107046.0
6068,5188146.0
6069,5073474.0
6070,4727997.0
6071,4347379.0
6072,4061481.0
6073,3873905.0
6074,3722983.0
6075,3633380.0
6076,3636947.0
6077,3773965.0
6078,4105945.0
6079,4331717.0
6080,4499326.0
6081,4738037.0
6082,4983839.0
6083,5244886.0
6084,5417685.0
6085,5624870.0
6086,5794457.0
6087,5816961.0
6088,5823330.0
6089,5756541.0
6090,5642801.0
6091,5443171.0
6092,5196645.0
6093,4934612.0
6094,4567158.0
6095,4199156.0
6096,3953509.0
6097,3766423.0
6098,3672304.0
6099,3577388.0
6100,3592678.0
6101,3711159.0
6102,4003030.0
6103,4242326.0
6104,4313899.0
6105,4383798.0
6106,4421702.0
6107,4446048.0
6108,4451353.0
6109,4469144.0
6110,4525455.0
6111,4542534.0
6112,4527360.0
6113,4526552.0
6114,4454667.0
6115,4380907.0
6116,4470933.0
6117,4372562.0
6118,4109708.0
6119,3836425.0
6120,3652506.0
6121,3512529.0
6122,3434420.0
6123,3382139.0
6124,3416805.0
6125,3546414.0
6126,3834070.0
6127,4105461.0
6128,4325904.0
6129,4413043.0
6130,4477852.0
6131,4563450.0
6132,4621870.0
6133,4771592.0
6134,4871036.0
6135,4937234.0
6136,4918332.0
6137,4881052.0
6138,4690062.0
6139,4451881.0
6140,4455636.0
6141,4358527.0
6142,4043140.0
6143,3705691.0
6144,3445782.0
6145,3257561.0
6146,3149471.0
6147,3060148.0
6148,3032356.0
6149,3075691.0
6150,3198694.0
6151,3308396.0
6152,3423906.0
6153,3589686.0
6154,3673024.0
6155,3748534.0
6156,3779656.0
6157,3799873.0
6158,3853160.0
6159,3916127.0
6160,3967141.0
6161,3987070.0
6162,3967898.0
6163,3868802.0
6164,3888547.0
6165,3822803.0
6166,3614227.0
6167,3370536.0
6168,3174897.0
6169,3044822.0
6170,2964678.0
6171,2929970.0
6172,2938140.0
6173,2981498.0
6174,3053737.0
6175,3172140.0
6176,3288087.0
6177,3400988.0
6178,3533732.0
6179,3638856.0
6180,3726869.0
6181,3796649.0
6182,3815135.0
6183,3834992.0
6184,3922907.0
6185,3991574.0
6186,4032378.0
6187,4072931.0
6188,4203868.0
6189,4088901.0
6190,3860358.0
6191,3660245.0
6192,3489206.0
6193,3393561.0
6194,3328811.0
6195,3281919.0
6196,3339594.0
6197,3509349.0
6198,3836073.0
6199,4139164.0
6200,4272612.0
6201,4409988.0
6202,4486813.0
6203,4552718.0
6204,4640632.0
6205,4721013.0
6206,4818446.0
6207,4912105.0
6208,4979653.0
6209,4996404.0
6210,4909117.0
6211,4759041.0
6212,4789815.0
6213,4597255.0
6214,4238813.0
6215,3918294.0
6216,3671760.0
6217,3527843.0
6218,3403210.0
6219,3353792.0
6220,3350800.0
6221,3477390.0
6222,3783542.0
6223,4034095.0
6224,4116901.0
6225,4243208.0
6226,4328888.0
6227,4381367.0
6228,4419908.0
6229,4511644.0
6230,4634025.0
6231,4718827.0
6232,4781140.0
6233,4777891.0
6234,4685275.0
6235,4575905.0
6236,4588457.0
6237,4413389.0
6238,4101727.0
6239,3790152.0
6240,3556524.0
6241,3427012.0
6242,3328062.0
6243,3246642.0
6244,3292074.0
6245,3440551.0
6246,3737593.0
6247,3954016.0
6248,4038365.0
6249,4206598.0
6250,4341057.0
6251,4475700.0
6252,4554388.0
6253,4675464.0
6254,4824528.0
6255,4919467.0
6256,4996725.0
6257,4998669.0
6258,4909095.0
6259,4755312.0
6260,4717830.0
6261,4516840.0
6262,4236327.0
6263,3894801.0
6264,3663759.0
6265,3497849.0
6266,3384409.0
6267,3319783.0
6268,3324285.0
6269,3471669.0
6270,3758813.0
6271,3989975.0
6272,4076493.0
6273,4184451.0
6274,4348432.0
6275,4455056.0
6276,4589632.0
6277,4717880.0
6278,4879309.0
6279,4989339.0
6280,5050775.0
6281,5005358.0
6282,4833784.0
6283,4718485.0
6284,4771576.0
6285,4590121.0
6286,4249260.0
6287,3902933.0
6288,3658779.0
6289,3503561.0
6290,3375236.0
6291,3297284.0
6292,3300050.0
6293,3430366.0
6294,3739504.0
6295,3991257.0
6296,4083183.0
6297,4232286.0
6298,4391690.0
6299,4535621.0
6300,4668200.0
6301,4854942.0
6302,5062134.0
6303,5161567.0
6304,5217985.0
6305,5165922.0
6306,4966560.0
6307,4825866.0
6308,4792958.0
6309,4629568.0
6310,4340899.0
6311,3969260.0
6312,3646077.0
6313,3490351.0
6314,3344394.0
6315,3238092.0
6316,3217311.0
6317,3236187.0
6318,3349988.0
6319,3501138.0
6320,3622229.0
6321,3802855.0
