Hour,DTE 2019 kWh,CE 2019 kWh,CE+DTE 2019 kWh,Zone 7 Overall 2019 kWh
5280,5642442.65,3887549.0,9529991.65,10858594.339291973
5281,5187205.1,3705216.0,8892421.1,10132138.30245701
5282,4871109.0600000005,3557783.0,8428892.06,9603987.387462093
5283,4627245.39,3502441.0,8129686.39,9263068.621332211
5284,4518559.5200000005,3491441.0,8010000.5200000005,9126697.010715405
5285,4525902.48,3582839.0,8108741.48,9239203.72307042
5286,4699165.649999999,3782879.0,8482044.649999999,9664550.128132772
5287,4966880.44,3960573.0,8927453.440000001,10172054.598586837
5288,5225256.89,4208870.0,9434126.89,10749364.805992898
5289,5544450.19,4472333.0,10016783.190000001,11413250.844228074
5290,5895208.6,4631862.0,10527070.6,11994678.84386729
5291,6230283.86,4762552.0,10992835.86,12525377.736523177
5292,6452964.98,4818416.0,11271380.98,12842755.607811179
5293,6582458.13,4893954.0,11476412.129999999,13076370.721709888
5294,6757081.56,4985154.0,11742235.559999999,13379253.33674861
5295,6918803.94,5050857.0,11969660.940000001,13638384.72264855
5296,7042661.97,5072001.0,12114662.969999999,13803601.889669238
5297,7143630.17,5062594.0,12206224.17,13907927.891677728
5298,7166638.95,4952885.0,12119523.95,13809140.552435162
5299,7023404.33,4798854.0,11822258.33,13470432.304081332
5300,6774628.73,4596631.0,11371259.73,12956558.732640313
5301,6371396.28,4535552.0,10906948.280000001,12427516.32968727
5302,6211973.28,4327925.0,10539898.280000001,12009294.86647779
5303,5770969.74,3958135.0,9729104.74,11085466.339956624
5304,5289359.949999999,3625516.0,8914875.95,10157723.645661341
5305,4933721.12,3441751.0,8375472.12,9543120.024782995
5306,4662484.45,3290586.0,7953070.45,9061830.16103275
5307,4490436.57,3190916.0,7681352.57,8752231.334295854
5308,4335363.25,3182340.0,7517703.25,8565767.206619415
5309,4313443.15,3217086.0,7530529.15,8580381.201075153
5310,4350452.16,3292706.0,7643158.16,8708712.135176871
5311,4435160.08,3384586.0,7819746.08,8909918.66913006
5312,4489343.970000001,3562802.0,8052145.970000001,9174718.07532955
5313,4839866.64,3785253.0,8625119.64,9827571.601137763
5314,5164021.54,3956864.0,9120885.54,10392453.606606673
5315,5432718.78,4109905.0,9542623.780000001,10872987.549732111
5316,5663219.96,4241051.0,9904270.96,11285052.97075154
5317,5836578.36,4343843.0,10180421.36,11599702.267451942
5318,6031203.510000001,4478286.0,10509489.510000002,11974646.725124296
5319,6196930.220000001,4578988.0,10775918.22,12278219.003934303
5320,6368306.55,4669354.0,11037660.55,12576451.561450876
5321,6519777.79,4673742.0,11193519.79,12754039.572369054
5322,6635265.68,4657457.0,11292722.68,12867072.613672443
5323,6486423.21,4540467.0,11026890.21,12564179.698342135
5324,6238409.41,4404916.0,10643325.41,12127141.060849555
5325,5992900.0,4334816.0,10327716.0,11767531.663620621
5326,5825337.53,4103906.0,9929243.530000001,11313507.03631618
5327,5472071.19,3775238.0,9247309.190000001,10536502.329906726
5328,5100048.95,3490264.0,8590312.95,9787912.413503164
5329,4734219.93,3288300.0,8022519.93,9140961.78654627
5330,4501870.1,3167272.0,7669142.1,8738318.568651184
5331,4293883.5,3080305.0,7374188.5,8402244.665447526
5332,4136914.31,3054747.0,7191661.3100000005,8194270.851315079
5333,4077336.28,3075623.0,7152959.279999999,8150173.263477515
5334,4096574.09,3120676.0,7217250.09,8223427.03443276
5335,4090230.1,3191788.0,7282018.1,8297224.533169625
5336,4146678.53,3369811.0,7516489.529999999,8564384.278532434
5337,4466357.66,3548609.0,8014966.66,9132355.494129933
5338,4837337.61,3698830.0,8536167.61,9726218.52078889
5339,5261047.85,3890016.0,9151063.85,10426839.15888944
5340,5619198.8,4110536.0,9729734.8,11086184.238376759
5341,5861474.85,4296306.0,10157780.85,11573905.380869709
5342,6099500.7700000005,4468177.0,10567677.77,12040947.172580535
5343,6300381.28,4688259.0,10988640.280000001,12520597.239025258
5344,6496459.2,4785359.0,11281818.2,12854647.909732549
5345,6603790.680000001,4884231.0,11488021.68,13089598.791423017
5346,6814680.7,4854147.0,11668827.7,13295611.482450077
5347,6834538.77,4755748.0,11590286.77,13206120.942560598
5348,6682294.71,4796564.0,11478858.71,13079158.386244584
5349,6478597.05,4815952.0,11294549.05,12869153.60300295
5350,6466271.65,4578765.0,11045036.65,12584855.984103866
5351,6071388.56,4251256.0,10322644.559999999,11761753.200039692
5352,5674107.71,4044519.0,9718626.71,11073527.538599446
5353,5337117.63,3878823.0,9215940.629999999,10500760.59155507
5354,5042976.68,3774716.0,8817692.68,10046991.785209408
