Hour,DTE 2019 kWh
1604,5664865.33
1605,5562194.21
1606,5466154.53
1607,5186955.39
1608,4968925.22
1609,4726267.1899999995
1610,4620903.7
1611,4557251.91
1612,4526554.65
1613,4545980.39
1614,4674743.74
1615,4831035.9399999995
1616,4876051.319999999
1617,5034786.93
1618,5109518.64
1619,5108687.11
1620,5101347.22
1621,5035731.7
1622,4975186.2700000005
1623,4963053.57
1624,4985593.38
1625,5008514.4399999995
1626,5164410.100000001
1627,5326481.91
1628,5397636.57
1629,5333187.77
1630,5208718.93
1631,4980652.45
1632,4722388.02
1633,4499419.99
1634,4418077.95
1636,4457677.95
1637,4072958.73
1638,4210416.57
1639,4301564.58
1640,4415618.99
1641,4519565.7299999995
1642,4635479.26
1643,4839122.79
1644,4904710.7299999995
1645,5039988.31
1646,5031714.78
1647,5070649.03
1648,5086589.02
1649,5083934.06
1650,5161170.74
1651,5198244.0
1652,5287838.92
1653,5310026.59
1654,5193361.55
1655,4970260.2
1656,4767578.43
1657,4673613.33
1658,4484309.66
1659,4409394.69
1660,4485376.8
1661,4592920.29
1662,4863003.100000001
1663,5354459.55
1664,5718412.5
1665,5752923.64
1666,5784642.46
1667,5817897.75
1668,5785237.64
1669,5723685.0
1670,5734152.6
1671,5712974.7
1672,5545382.98
1673,5516965.83
1674,5449918.79
1675,5473856.16
1676,5602196.08
1677,5770750.54
1678,5628241.61
1679,5338582.32
1680,5070480.53
1681,4827438.09
1682,4701704.32
1683,4651004.7
1684,4676555.91
1685,4727081.06
1686,5050182.66
1687,5509466.5
1688,5842314.99
1689,5851764.24
1690,5793807.51
1691,5745886.97
1692,5689090.38
1693,5612208.81
1694,5629929.42
1695,5517742.78
1696,5376339.970000001
1697,5264946.37
1698,5246456.04
1699,5204835.3
1700,5370014.07
1701,5549546.34
1702,5352694.0600000005
1703,5105245.1
1704,4865019.82
1705,4709592.45
1706,4587074.66
1707,4457692.39
1708,4379072.78
1709,4511041.87
1710,4707718.37
1711,5244108.11
1712,5651893.85
1713,5691076.78
1714,5737590.66
1715,5798776.11
1716,5791744.67
1717,5769104.149999999
1718,5738185.21
1719,5621361.47
1720,5488891.75
1721,5284276.95
1722,5232390.09
1723,5233716.71
1724,5370730.6899999995
1725,5486050.0
1726,5276726.82
1727,4984372.2299999995
1728,4660187.34
1729,4524621.93
1730,4358600.37
1731,4328072.1899999995
1732,4319258.74
1733,4372473.51
1734,4617335.05
1735,5087507.02
1736,5453336.37
1737,5548446.71
1738,5559847.08
1739,5626919.8
1740,5524147.78
1741,5532548.17
1742,5549687.57
1743,5537400.03
1744,5435602.17
1745,5275769.85
1746,5306286.35
1747,5242593.6899999995
1748,5333044.98
1749,5441486.27
1750,5208778.33
1751,4904483.17
1752,4669670.21
1753,4460503.79
1754,4339967.29
1755,4298071.319999999
1756,4241162.01
1757,4385312.49
1758,4642695.14
1759,5093878.56
1760,5497382.43
1761,5580375.739999999
1762,5610214.65
1763,5681604.0
1764,5693094.97
1765,5676521.78
1766,5720773.47
1767,5631984.31
1768,5531354.81
1769,5473445.390000001
1770,5378125.76
1771,5387040.510000001
1772,5325352.26
1773,5514023.51
1774,5297537.37
1775,5139787.4
1776,4758753.72
1777,4557192.47
1778,4425456.7299999995
1779,4311405.33
1780,4245416.77
1781,4336488.81
1782,4500320.7
1783,4685753.859999999
1784,4872988.57
1785,4974692.7
1786,5116071.81
1787,5143789.6
1788,5058027.62
1789,5073945.55
1790,5054691.66
1791,5030692.13
1792,4949794.59
1793,4953825.83
1794,4946032.640000001
1795,4995816.97
1796,5099464.6899999995
1797,5249213.2
1798,5140716.72
1799,4932561.86
1800,4688300.08
1801,4507182.45
1802,4365956.96
1803,4326966.88
1804,4271480.51
1805,4292340.66
1806,4343586.66
1807,4464482.430000001
1808,4578050.22
1809,4650804.71
1810,4731402.75
1811,4732945.41
1812,4766791.78
1813,4760046.5
1814,4739434.17
1815,4631700.61
1816,4664632.5200000005
1817,4675950.87
1818,4677588.99
1819,4705668.95
1820,4844056.46
1821,5073693.07
1822,4970788.9399999995
1823,4776939.36
1824,4595713.0600000005
1825,4472518.84
1826,4371212.31
1827,4343753.49
1828,4379057.53
1829,4500100.22
1830,4801983.8
1831,5317296.83
1832,5659590.72
1833,5636130.79
1834,5661093.97
1835,5659564.41
1836,5584939.39
1837,5563797.12
1838,5555269.8
1839,5500267.23
1840,5430001.37
1841,5345501.9
1842,5297341.8100000005
1843,5304976.72
1844,5391621.42
1845,5527932.61
1846,5356552.12
1847,5059198.76
1848,4783658.1899999995
1849,4588026.0
1850,4504527.31
1851,4458024.8100000005
1852,4428959.649999999
1853,4513277.11
1854,4841532.8
1855,5351501.81
1856,5666440.5600000005
1857,5618147.99
1858,5615629.84
1859,5633413.1
1860,5538672.7299999995
1861,5487494.420000001
1862,5451027.7299999995
1863,5385029.9399999995
1864,5261871.63
1865,5164872.51
1866,5115383.59
1867,5103258.57
1868,5205991.63
1869,5426248.44
1870,5282870.64
1871,5000501.2700000005
1872,4721582.12
1873,4564335.26
1874,4474276.9799999995
1875,4403329.06
1876,4382839.19
1877,4540999.38
1878,4865694.51
1879,5334515.13
1880,5660152.25
1881,5643939.01
1882,5688572.9
1883,5636551.73
1884,5637839.37
1885,5557207.38
1886,5624695.81
1887,5581597.15
1888,5556933.66
1889,5513924.88
1890,5451268.42
1891,5478049.19
1892,5553851.9
1893,5555372.63
1894,5399945.18
1895,5113985.56
1896,4854807.87
1897,4661467.92
1898,4512468.92
1899,4436878.89
1900,4415554.95
1901,4469829.44
1902,4658389.350000001
1903,5149456.73
1904,5477786.07
1905,5547275.01
1906,5612881.73
1907,5646142.93
1908,5629842.609999999
1909,5583315.61
1910,5614514.66
1911,5517330.7299999995
1912,5438113.3
1913,5378127.9399999995
1914,5377842.069999999
1915,5391433.77
1916,5453159.04
1917,5491265.76
1918,5333486.760000001
1919,5060776.12
1920,4833909.61
1921,4650605.07
1922,4541097.0600000005
1923,4496457.98
1924,4432719.29
1925,4542561.68
1926,4781599.14
1927,5288258.819999999
1928,5584469.66
1929,5646768.0
1930,5711270.74
1931,5738591.8
1932,5686089.82
1933,5668918.28
1934,5682240.96
1935,5602298.83
1936,5509313.1
1937,5372689.4
1938,5295237.9399999995
1939,5241187.93
1940,5261020.76
1941,5467991.8
1942,5393184.8
1943,5147094.55
1944,4858461.6
1945,4690691.36
1946,4526489.96
1947,4475278.399999999
1948,4408563.569999999
1949,4456797.91
1950,4586850.67
1951,4779029.72
1952,4868645.79
1953,4973455.21
1954,5029261.17
1955,4988929.75
1956,4989863.36
1957,4879256.07
1958,4806609.34
1959,4720580.5200000005
1960,4563745.96
1961,4549064.07
1962,4554564.66
1963,4471265.89
1964,4575432.62
1965,4869465.1899999995
1966,4808499.99
1967,4622796.57
1968,4404667.59
1969,4297587.91
1970,4187599.9
1971,4140695.18
1972,4159690.75
1973,4133390.45
1974,4231344.23
1975,4302136.46
1976,4381240.13
1977,4429629.619999999
1978,4569787.49
1979,4665259.56
1980,4657248.24
1981,4569262.8
1982,4484578.54
1983,4457782.23
1984,4385435.94
1985,4475449.35
1986,4526608.42
1987,4610411.33
1988,4767564.7
1989,4919409.81
1990,4778914.34
1991,4558208.19
1992,4389905.720000001
1993,4329896.1899999995
1994,4240539.97
1995,4214774.72
1996,4261334.4399999995
1997,4375231.62
1998,4708912.35
1999,5252893.109999999
2000,5594369.91
2001,5653934.38
2002,5692533.08
2003,5737631.07
2004,5662335.41
2005,5589904.43
2006,5551606.71
2007,5508503.32
2008,5338385.91
2009,5274326.9799999995
2010,5215740.12
2011,5203140.37
2012,5265370.34
2013,5468832.73
2014,5315020.899999999
2015,5036991.1
2016,4806381.2299999995
2017,4735903.24
2018,4626725.26
2019,4601826.74
2020,4578794.7700000005
2021,4713206.05
2022,4977738.49
2023,5479999.07
2024,5681775.3
2025,5715836.5
2026,5717902.32
2027,5614414.41
2028,5510065.67
2029,5550685.37
2030,5528481.78
2031,5431284.239999999
2032,5323832.11
2033,5239297.28
2034,5155637.7700000005
2035,5122955.71
2036,5162326.84
2037,5411265.09
2038,5273943.3
2039,5040771.2299999995
2040,4760416.17
2041,4621816.12
2042,4506547.13
2043,4499938.37
2044,4474806.51
2045,4557168.71
2046,4854368.48
2047,5339627.95
2048,5545632.57
2049,5543022.99
2050,5549072.46
2051,5575297.9399999995
2052,5533414.7700000005
2053,5444753.71
2054,5410294.15
2055,5282928.56
2056,5221391.43
2057,5109754.87
2058,5064189.41
2059,5044758.5
2060,5122437.31
2061,5349840.47
2062,5230661.17
2063,4935485.55
2064,4713544.8
2065,4571151.62
2066,4446271.18
2067,4374519.13
2068,4371728.83
2069,4411957.37
2070,4716097.66
2071,5192670.2
2072,5438628.73
2073,5532033.27
2074,5594206.42
2075,5635456.22
2076,5647245.99
2077,5559191.0
2078,5482400.79
2079,5083858.08
2080,5236000.83
2081,5154958.72
2082,5144558.58
2083,5116945.7299999995
2084,5122404.430000001
2085,5285239.74
2086,5099802.92
2087,4786227.67
2088,4545083.0
2089,4316499.21
2090,4209247.74
2091,4153487.91
2092,4156079.58
2093,4202738.26
2094,4505324.08
2095,4946918.760000001
2096,5269397.78
2097,5348865.88
2098,5419109.72
2099,5499321.01
2100,5409716.82
2101,5402290.01
2102,5336419.95
2103,5230638.640000001
2104,5109881.61
2105,5002189.87
2106,4939753.07
2107,4946042.22
2108,4985141.61
2109,5182604.76
2110,4993691.76
2111,4787733.19
2112,4531690.49
2113,4331772.84
2114,4196148.71
2115,4151111.62
2116,4112985.13
2117,4174163.3699999996
2118,4294665.95
2119,4457857.149999999
2120,4627867.51
2121,4753635.87
2122,4940123.76
2123,5019709.7
2124,5042050.94
2125,5012004.29
2126,4926503.22
2127,4851906.600000001
2128,4830384.05
2129,4819029.35
2130,4887804.7
2131,4881086.04
2132,4994912.65
2133,5109052.14
2134,4971445.16
2135,4792186.5
2136,4598901.06
2137,4461141.33
2138,4331825.38
2139,4271467.86
2140,4207567.78
2141,4182581.26
2142,4302075.05
2143,4440787.82
2144,4540024.55
2145,4593333.01
2146,4747872.95
2147,4871451.2
2148,4912675.37
2149,4939072.6
2150,4969415.18
2151,4887843.53
2152,4868244.899999999
2153,4911665.53
2154,4957458.31
2155,4953724.54
2156,5024910.12
2157,5210620.69
2158,5115837.83
2159,4884955.59
2160,4721564.67
2161,4591840.98
2162,4504639.89
2163,4480090.4
2164,4474419.890000001
2165,4614116.140000001
2166,4911248.74
2167,5347801.21
2168,5616617.13
2169,5681151.74
2170,5698163.3100000005
2171,5620248.859999999
2172,5602707.33
2173,5554774.63
2174,5510293.6899999995
2175,5396178.73
2176,5275827.83
2177,5173098.53
2178,5148050.86
2179,5129258.02
2180,5214659.13
2181,5442369.39
2182,5343634.15
2183,5076707.39
2184,4795286.86
2185,4632699.46
2186,4503392.37
2187,4428628.0
2188,4439460.9
2189,4489665.350000001
2190,4805560.18
2191,5217396.82
2192,5465071.33
2193,5564897.2
2194,5615326.42
2195,5622502.91
2196,5560114.17
2197,5490929.02
2198,5462026.83
2199,5381908.52
2200,5261785.68
2201,5179209.79
2202,5105765.48
2203,5125897.15
2204,5145420.91
2205,5339968.53
2206,5217224.11
2207,4918391.42
2208,4653732.57
2209,4491290.38
2210,4385501.67
2211,4280488.68
2212,4255856.58
2213,4328625.42
2214,4614798.99
2215,5067456.21
2216,5287400.09
2217,5346044.739999999
2218,5400067.01
2219,5458521.65
2220,5441651.19
2221,5417568.83
2222,5394356.16
2223,5316838.9
2224,5224923.5600000005
2225,5113483.640000001
2226,5105763.97
2227,5053678.07
2228,5070704.91
2229,5305961.19
2230,5178280.81
2231,4976406.18
2232,4719516.46
2233,4516769.99
2234,4412556.61
2235,4328722.62
2236,4345004.03
2237,4429403.61
2238,4713795.87
2239,5085254.86
2240,5357054.92
2241,5477720.63
2242,5614217.55
2243,5653450.42
2244,5628933.4
2245,5511012.83
2246,5565804.56
2247,5484149.08
2248,5360615.92
2249,5308152.43
2250,5268254.67
2251,5248046.79
2252,5328460.51
2253,5463846.04
2254,5318229.01
2255,5033631.84
2256,4762802.6
2257,4584154.79
2258,4465090.35
2259,4400355.13
2260,4364302.33
2261,4445756.3
2262,4656972.06
2263,5149344.08
2264,5395069.19
2265,5424138.25
2266,5511983.67
2267,5553800.22
2268,5488814.95
2269,5455130.33
2270,5432181.55
2271,5278875.0
2272,5196705.76
2273,5090280.51
2274,4976267.07
2275,4947751.78
2276,4997825.46
2277,5170376.79
2278,5032939.66
2279,4790947.56
2280,4544257.41
2281,4334015.47
2282,4190406.25
2283,4072235.43
2284,3987890.34
2285,4022067.3499999996
2286,4120597.56
2287,4306045.42
2288,4444993.97
2289,4489337.32
2290,4640154.9
2291,4667142.17
2292,4667106.62
2293,4648147.93
2294,4610516.46
2295,4545841.09
2296,4447676.15
2297,4413481.02
2298,4457450.55
2299,4411534.05
2300,4477315.319999999
2301,4683022.85
2302,4554601.2700000005
2303,4364534.03
2304,4140901.5900000003
2305,3947786.8699999996
2306,3852237.25
2307,3760069.33
2308,3712952.46
2309,3749146.0100000002
2310,3813986.8
2311,3893640.2800000003
2312,3971275.82
2313,4114337.08
2314,4248966.74
2315,4332025.83
2316,4343871.0200000005
2317,4327969.39
2318,4340870.97
2319,4373095.11
2320,4379080.590000001
2321,4433441.72
2322,4518051.43
2323,4501916.47
2324,4559057.94
2325,4709461.22
2326,4575915.49
2327,4339119.76
2328,4170269.89
2329,4093538.52
2330,3905669.4899999998
2331,3917611.8699999996
2332,3893327.7600000002
2333,3999851.78
2334,4329103.75
2335,4833706.88
2336,5095302.63
2337,5205874.74
2338,5318794.01
2339,5408498.3
2340,5393014.66
2341,5414051.47
2342,5454601.05
2343,5399456.46
2344,5300432.29
2345,5290299.93
2346,5277265.65
2347,5148006.88
2348,5142777.14
2349,5334957.81
2350,5135877.71
2351,4801290.57
2352,4534209.85
2353,4338288.59
2354,4200807.92
2355,4083179.6999999997
2356,4018562.46
2357,4098056.27
2358,4340965.56
2359,4796167.79
2360,5016050.35
2361,5165546.51
2362,5260414.47
2363,5289054.17
2364,5280278.7
2365,5284371.92
2366,5331287.15
2367,5254451.13
2368,5175474.81
2369,5069010.78
2370,5013642.25
2371,4955145.74
2372,4946676.4399999995
2373,5157842.98
2374,5030681.01
2375,4763939.38
2376,4459034.78
2377,4280337.99
2378,4159495.04
2379,4070743.2499999995
2380,4081693.18
2381,4153858.49
2382,4472826.7
2383,4980686.63
2384,5202121.28
2385,5370152.85
2386,5453826.9799999995
2387,5490895.15
2388,5495894.21
2389,5433969.03
2390,5456320.47
2391,5347992.5
2392,5273299.55
2393,5235262.25
2394,5204383.5200000005
2395,5222916.7700000005
2396,5306149.72
2397,5463244.18
2398,5301079.02
2399,4999125.4399999995
2400,4715199.69
2401,4529003.32
2402,4432257.24
2403,4411571.31
2404,4378762.13
2405,4458473.64
2406,4757105.18
2407,5248845.46
2408,5528385.51
2409,5588558.76
2410,5673660.66
2411,5702963.41
2412,5603841.79
2413,5561246.2
2414,5537161.25
2415,5446479.47
2416,5360696.53
2417,5274398.91
2418,5282386.74
2419,5239069.69
2420,5214387.11
2421,5443771.74
2422,5288914.78
2423,4952124.2
2424,4659872.26
2425,4497537.430000001
2426,4409293.12
2427,4309709.28
2428,4256899.05
2429,4314584.12
2430,4565297.84
2431,5051093.83
2432,5284225.22
2433,5468527.38
2434,5476370.76
2435,5509934.25
2436,5456976.93
2437,5444248.28
2438,5382039.91
2439,5272568.26
2440,5154651.78
2441,5067605.34
2442,4979468.63
2443,4905912.71
2444,4866794.12
2445,4954437.93
2446,5009260.33
2447,4711938.220000001
2448,4446670.67
2449,4191056.37
2450,4076654.1599999997
2451,4020404.9499999997
2452,3989694.8899999997
2453,3991838.09
2454,4105050.37
2455,4318538.5
2456,4378356.22
2457,4600496.08
2458,4657268.89
2459,4719949.78
2460,4703883.7
2461,4669819.11
2462,4614556.03
2463,4563508.35
2464,4443584.64
2465,4441610.1
2466,4420382.67
2467,4415109.89
2468,4430543.95
2469,4604378.39
2470,4643250.859999999
2471,4433838.600000001
2472,4229985.07
2473,4092684.77
2474,4003041.79
2475,3926764.7499999995
2476,3816009.3899999997
2477,3909541.6300000004
2478,3970939.37
2479,4145656.5300000003
2480,4213095.15
2481,4387363.43
2482,4569417.68
2483,4672206.03
2484,4771781.09
2485,4856202.84
2486,4891734.19
2487,4901281.97
2488,4910739.41
2489,4884709.33
2490,4939024.18
2491,4936970.06
2492,4932242.08
2493,5069330.25
2494,4961459.55
2495,4707866.93
2496,4549495.63
2497,4409406.69
2498,4282078.24
2499,4229723.69
2500,4265045.54
2501,4360875.38
2502,4666119.03
2503,5171036.01
2504,5468033.47
2505,5587611.95
2506,5633959.17
2507,5618338.9
2508,5462200.21
2509,5427651.37
2510,5430686.17
2511,5359566.42
2512,5176595.76
2513,5100511.86
2514,5044413.14
2515,4978323.7299999995
2516,5031611.8
2517,5269946.85
2518,5174545.56
2519,4890954.77
2520,4604579.22
2521,4428193.08
2522,4363140.67
2523,4273077.83
2524,4248516.41
2525,4335884.69
2526,4589152.26
2527,5082049.4799999995
2528,5310696.25
2529,5426314.64
2530,5492024.22
2531,5572299.3
2532,5542015.87
2533,5506395.000000001
2534,5482184.869999999
2535,5383457.76
2536,5304532.07
2537,5230461.7700000005
2538,5200561.47
2539,5172070.32
2540,5177774.16
2541,5320526.95
2542,5160077.98
2543,4849480.7
2544,4554985.45
2545,4357990.54
2546,4271317.33
2547,4172637.37
2548,4145984.39
2549,4207211.76
2550,4461807.74
2551,4939424.49
2552,5183441.88
2553,5291109.22
2554,5353271.2
2555,5358378.5
2556,5324306.98
2557,5289855.51
2558,5286637.03
2559,5251849.58
2560,5183878.59
2561,5137754.08
2562,5061179.03
2563,5038461.15
2564,5111462.06
2565,5244444.48
2566,5131191.2700000005
2567,4827785.66
2568,4511018.5600000005
2569,4361377.71
2570,4251739.64
2571,4189697.48
2572,4119586.02
2573,4203685.78
2574,4450195.53
2575,4920153.56
2576,5148578.7
2577,5279773.79
2578,5332242.5200000005
2579,5462150.19
2580,5436307.55
2581,5419015.43
2582,5454862.890000001
2583,5438868.87
2584,5322540.21
2585,5235597.05
2586,5241382.87
2587,5185919.24
2588,5162741.97
2589,5171326.2
2590,4960579.25
2591,4631792.82
2592,4336761.53
2593,4054284.12
2594,4023280.17
2595,3963690.1799999997
2596,3928876.67
2597,3979672.2600000002
2598,4121122.74
2599,4375447.6
2600,4612125.52
2601,4756999.23
2602,4891521.28
2603,4987894.9
2604,4964267.16
2605,4983510.75
2606,4964246.84
2607,4921998.75
2608,4858898.02
2609,4847385.19
2610,4881775.43
2611,4824605.29
2612,4817878.18
2613,4944517.91
2614,4913268.82
2615,4642629.74
2616,4414086.39
2617,4263933.2
2618,4083095.41
2619,4019521.4
2620,3950236.09
2621,4006472.19
2622,4065873.59
2623,4227509.6
2624,4313894.05
2625,4521899.819999999
2626,4711519.94
2627,4765193.53
2628,4864297.4799999995
2629,4878061.62
2630,4868084.17
2631,4867784.7299999995
2632,4766064.99
2633,4754802.5
2634,4683163.94
2635,4645176.49
2636,4665217.4799999995
2637,4795424.05
2638,4701500.15
2639,4517292.0
2640,4266943.04
2641,4090526.83
2642,3958217.22
2643,3884495.59
2644,3813924.9499999997
2645,3762931.02
2646,3810907.18
2647,3888073.5100000002
2648,3929204.75
2649,4081270.4499999997
2650,4167738.83
2651,4212668.55
2652,4210642.75
2653,4208286.33
2654,4178999.1599999997
2655,4098305.4200000004
2656,4069384.3400000003
2657,4058225.21
2658,4001269.33
2659,4008195.3000000003
2660,4080459.15
2661,4241199.22
2662,4315639.4399999995
2663,4165255.3400000003
2664,3991205.23
2665,3822150.74
2666,3743190.63
2667,3706058.7
2668,3706356.66
2669,3853296.08
2670,4151682.7
2671,4546199.99
2672,4803308.24
2673,5001961.1
2674,5080583.46
2675,5159435.92
2676,5163409.850000001
2677,5157356.49
2678,5155766.76
2679,5150749.43
2680,5098141.3
2681,5042700.63
2682,5010815.79
2683,4996836.11
2684,4925257.79
2685,5058351.08
2686,5006684.7
2687,4691984.64
2688,4388623.57
2689,4161026.3699999996
2690,4071000.46
2691,4005492.1100000003
2692,3977008.68
2693,4073585.31
2694,4385354.43
2695,4833142.1899999995
2696,5082322.82
2697,5181844.85
2698,5344244.24
2699,5458323.82
2700,5487126.4
2701,5448492.28
2702,5430431.7299999995
2703,5292311.07
2704,5219937.600000001
2705,5132421.38
2706,5071274.76
2707,5020777.86
2708,5009556.66
2709,5078631.69
2710,5074502.35
2711,4757274.949999999
2712,4468312.7299999995
2713,4261281.07
2714,4166878.23
2715,4100642.41
2716,4117069.56
2717,4217176.470000001
2718,4485464.66
2719,4894412.47
2720,5133446.04
2721,5224153.0
2722,5239105.63
2723,5265822.7
2724,5205321.56
2725,5222378.99
2726,5251204.22
2727,5207133.09
2728,5122663.36
2729,5069789.1899999995
2730,5003382.99
2731,4971924.18
2732,4947536.84
2733,5054252.05
2734,5049001.53
2735,4757395.85
2736,4529509.16
2737,4265735.76
2738,4156745.74
2739,4108144.32
2740,4119320.82
2741,4197661.14
2742,4496296.0
2743,4864279.57
2744,5126702.62
2745,5277567.19
2746,5317108.63
2747,5375605.25
2748,5389302.63
2749,5388918.05
2750,5380372.43
2751,5323274.17
2752,5239250.91
2753,5163432.74
2754,5121954.0600000005
2755,5087422.53
2756,5092887.47
2757,5189826.2299999995
2758,5090211.43
2759,4853781.65
2760,4536794.35
2761,4341516.09
2762,4269275.94
2763,4234551.72
2764,4204825.39
2765,4241183.97
2766,4513267.34
2767,4937609.63
2768,5169163.87
2769,5265918.67
2770,5340951.7
2771,5414940.11
2772,5427062.99
2773,5384408.2
2774,5400133.19
2775,5297170.3
2776,5186082.53
2777,5096125.99
2778,5078678.09
2779,4946808.71
2780,4923999.63
2781,5013581.4
2782,5041293.0
2783,4802319.65
2784,4518002.13
2785,4326267.24
2786,4169531.98
2787,4099157.35
2788,4029449.0
2789,4062484.5100000002
2790,4220764.84
2791,4351460.15
2792,4468356.75
2793,4656315.9799999995
2794,4738589.48
2795,4758389.76
2796,4700903.66
2797,4646145.57
2798,4566786.5
2799,4488479.46
2800,4440323.71
2801,4443432.52
2802,4495932.5
2803,4490162.51
2804,4529750.16
2805,4653330.11
2806,4616790.17
2807,4387347.18
2808,4240749.51
2809,4091398.85
2810,3982902.74
2811,3965045.62
2812,3917200.86
2813,3911648.3600000003
2814,4014708.1
2815,4054215.36
2816,4060149.73
2817,4225692.67
2818,4301469.74
2819,4380376.569999999
2820,4384394.87
2821,4389156.29
2822,4342080.75
2823,4301887.34
2824,4281632.46
2825,4312288.8
2826,4366834.37
2827,4347441.84
2828,4381080.12
2829,4511985.21
2830,4628154.36
2831,4435649.7299999995
2832,4273746.0600000005
2833,4183347.96
2834,4084311.11
2835,4056756.08
2836,4099180.08
2837,4204162.47
2838,4549336.21
2839,5005296.5200000005
2840,5216410.58
2841,5455651.41
2842,5514829.66
2843,5558538.71
2844,5577172.399999999
2845,5619322.61
2846,5655333.34
2847,5584954.07
2848,5557685.85
2849,5488794.27
2850,5502211.28
2851,5388570.7299999995
2852,5407642.71
2853,5443524.53
2854,5327800.03
2855,5009976.08
2856,4681654.7700000005
2857,4496090.23
2858,4352974.7700000005
2859,4305158.14
2860,4261768.57
2861,4310178.0
2862,4619890.32
2863,4995172.12
2864,5250915.84
2865,5371299.11
2866,5455430.25
2867,5510608.79
2868,5496410.04
2869,5433245.12
2870,5419621.54
2871,5386146.87
2872,5289155.75
2873,5219825.82
2874,5216355.45
2875,5205122.79
2876,5237021.47
2877,5385182.32
2878,5249908.35
2879,4920574.59
2880,4659771.52
2881,4442302.42
2882,4365843.3
2883,4272140.29
2884,4234945.47
2885,4276950.89
2886,4544063.65
2887,4968617.029999999
2888,5196638.65
2889,5313897.36
2890,5425038.19
2891,5462286.760000001
2892,5456004.9799999995
2893,5476010.09
2894,5516689.74
2895,5472012.550000001
2896,5366016.03
2897,5304756.97
2898,5226045.56
2899,5133170.91
2900,5086258.93
2901,5234323.180000001
2902,5155607.25
2903,4851654.47
2904,4531965.54
2905,4286766.550000001
2906,4205408.48
2907,4099960.01
2908,4059711.65
2909,4145517.3600000003
2910,4437196.08
2911,4868562.22
2912,5093964.9799999995
2913,5275561.83
2914,5367936.8100000005
2915,5370657.17
2916,5385293.85
2917,5370772.59
2918,5403917.96
2919,5336963.72
2920,5251682.8
2921,5188057.75
2922,5151837.29
2923,5133090.15
2924,5101743.85
2925,5201759.72
2926,5138441.0200000005
2927,4820330.78
2928,4574725.09
2929,4350819.350000001
2930,4286254.51
2931,4131108.63
2932,4089807.73
2933,4176232.0700000003
2934,4434061.07
2935,4903396.88
2936,5130799.33
2937,5269953.16
2938,5330819.33
2939,5498014.64
2940,5428254.43
2941,5388846.43
2942,5437419.71
2943,5339246.26
2944,5200666.01
2945,5074122.53
2946,5039468.61
2947,4955712.0600000005
2948,4965108.24
2949,5066580.54
2950,5015866.53
2951,4775090.23
2952,4482960.12
2953,4252086.66
2954,4137739.75
2955,4026061.26
2956,3982735.18
2957,4002467.41
2958,4125316.22
2959,4284780.76
2960,4350151.28
2961,4542778.03
2962,4648603.43
2963,4683310.93
2964,4636227.13
2965,4624818.59
2966,4581864.649999999
2967,4482084.61
2968,4431267.78
2969,4419310.45
2970,4439692.609999999
2971,4423183.149999999
2972,4382634.52
2973,4446531.12
2974,4560327.95
2975,4367391.9
2976,4125642.47
2977,3947793.13
2978,3859996.06
2979,3804983.91
2980,3745083.58
2981,3771087.19
2982,3790333.31
2983,3861791.41
2984,3916699.45
2985,4072072.64
2986,4187830.2499999995
2987,4262348.16
2988,4343788.57
2989,4334196.37
2990,4309921.35
2991,4364521.25
2992,4371598.180000001
2993,4361408.03
2994,4448538.86
2995,4437463.19
2996,4425168.22
2997,4494092.42
2998,4559904.62
2999,4382064.09
3000,4186057.99
3001,3965965.17
3002,3913206.89
3003,3848193.68
3004,3824258.74
3005,3975379.09
3006,4275858.43
3007,4641223.33
3008,4967499.600000001
3009,5147114.51
3010,5264743.72
3011,5399445.45
3012,5406433.38
3013,5413703.71
3014,5429444.29
3015,5468571.46
3016,5356243.61
3017,5304464.5600000005
3018,5251612.59
3019,5179094.11
3020,5122189.62
3021,5163851.78
3022,5072228.17
3023,4769847.64
3024,4487544.74
3025,4276234.96
3026,4164674.14
3027,4080846.98
3028,4113534.22
3029,4167520.18
3030,4455024.399999999
3031,4867075.2
3032,5158453.42
3033,5260848.74
3034,5394697.47
3035,5473145.33
3036,5464179.17
3037,5464601.41
3038,5468437.9
3039,5403421.67
3040,5278059.3100000005
3041,5218576.2
3042,5139462.14
3043,5086395.28
3044,5026884.89
3045,5159981.62
3046,5162602.15
3047,4849233.95
3048,4592112.35
3049,4340091.11
3050,4250418.3
3051,4211679.29
3052,4186577.21
3053,4278473.5200000005
3054,4571351.17
3055,4934128.99
3056,5176971.21
3057,5275256.1
3058,5327014.46
3059,5338705.62
3060,5334243.13
3061,5300237.85
3062,5347965.91
3063,5278035.22
3064,5184175.28
3065,5128010.86
3066,5036377.09
3067,4985369.88
3068,5013420.45
3069,5030577.75
3070,5080466.11
3071,4766642.16
3072,4495598.16
3073,4350014.56
3074,4202464.24
3075,4126454.41
3076,4106908.32
3077,4211594.86
3078,4456869.91
3079,4886947.93
3080,5105046.76
3081,5224485.63
3082,5391084.28
3083,5492755.49
3084,5514433.95
3085,5570965.47
3086,5568656.91
3087,5519879.86
3088,5463367.78
3089,5425257.82
3090,5349126.62
3091,5294998.13
3092,5271062.2299999995
3093,5253813.53
3094,5224002.05
3095,4943660.21
3096,4619404.4799999995
3097,4411124.56
3098,4205698.06
3099,4139369.44
3100,4096237.31
3101,4116583.8
3102,4341258.83
3103,4729400.0200000005
