Timestamp,Hour,DTE Res kWh,DTE Com kWh,Ann Arbor Res kWh,Ann Arbor Com kWh
2018-01-02 06:00:00,31.0,1947813.0,2393757.0,148190.5702914856,94625.18175524294
2018-01-02 07:00:00,32.0,2016970.0,2522051.0,153452.0688386502,99696.6418358222
2018-01-02 08:00:00,33.0,2025123.0,2545853.0,154072.35308543697,100637.53457311269
2018-01-02 09:00:00,34.0,2039891.0,2588563.0,155195.90978316136,102325.86029404696
2018-01-02 10:00:00,35.0,2044405.0,2624150.0,155539.33712156385,103732.61392155544
2018-01-02 11:00:00,36.0,2045983.0,2548588.0,155659.39213707097,100745.64908603134
2018-01-02 12:00:00,37.0,2017043.0,2543018.0,153457.622714526,100525.46706154986
2018-01-02 13:00:00,38.0,2001595.0,2545154.0,152282.331282616,100609.90311258979
2018-01-02 14:00:00,39.0,1997441.0,2529097.0,151966.29292113532,99975.17012029194
2018-01-02 15:00:00,40.0,2043495.0,2495873.0,155470.10387434493,98661.8258507457
2018-01-02 16:00:00,41.0,2193907.0,2457158.0,166913.52275422864,97131.4224256469
2018-01-02 17:00:00,42.0,2555496.0,2494326.0,194423.39157691746,98600.67296172006
2018-01-02 18:00:00,43.0,2781508.0,2507237.0,211618.49561037408,99111.04461667164
2018-01-02 19:00:00,44.0,2812680.0,2550422.0,213990.07668983407,100818.14708116581
2018-01-02 20:00:00,45.0,2761687.0,2522709.0,210110.504189356,99722.65256690097
2018-01-02 21:00:00,46.0,2641314.0,2475258.0,200952.46719212012,97846.91518024559
2018-01-02 22:00:00,47.0,2442342.0,2413384.0,185814.57964745464,95401.03679913844
2018-01-02 23:00:00,48.0,2270344.0,2322442.0,172728.88727914466,91806.10077213767
2018-01-03 00:00:00,49.0,2056781.0,2315526.0,156480.90928374135,91532.71138590536
2018-01-03 01:00:00,50.0,1963022.0,2279829.0,149347.6784859392,90121.60945988828
2018-01-03 02:00:00,51.0,1909250.0,2270174.0,145256.67829972328,89739.94744079157
2018-01-03 03:00:00,52.0,1879449.0,2269523.0,142989.4035740404,89714.21341961788
2018-01-03 04:00:00,53.0,1894219.0,2308761.0,144113.1124327477,91265.2910276258
2018-01-03 05:00:00,54.0,1959404.0,2408127.0,149072.41926787535,95193.2276604133
2018-01-03 06:00:00,55.0,2072629.0,2549091.0,157686.63291223109,100765.53266921162
2018-01-03 07:00:00,56.0,2122673.0,2663130.0,161494.00502632372,105273.49279306135
2018-01-03 08:00:00,57.0,2098331.0,2665795.0,159642.05370346297,105378.84020692906
2018-01-03 09:00:00,58.0,2038344.0,2704198.0,155078.21326288918,106896.91027625797
2018-01-03 10:00:00,59.0,2045563.0,2739747.0,155627.43833066223,108302.16176428167
2018-01-03 11:00:00,60.0,2039271.0,2663931.0,155148.73987846274,105305.15631220132
2018-01-03 12:00:00,61.0,2030258.0,2653033.0,154463.02640902952,104874.35851995731
2018-01-03 13:00:00,62.0,2016182.0,2650631.0,153392.11741138808,104779.40749252382
2018-01-03 14:00:00,63.0,2015909.0,2618020.0,153371.3474372224,103490.29510466648
2018-01-03 15:00:00,64.0,2065254.0,2582709.0,157125.5392877919,102094.45175341597
2018-01-03 16:00:00,65.0,2207693.0,2549270.0,167962.36840934976,100772.60853678473
2018-01-03 17:00:00,66.0,2492390.0,2579882.0,189622.2560835131,101982.70048174467
2018-01-03 18:00:00,67.0,2660397.0,2558872.0,202404.31121044856,101152.1754666
2018-01-03 19:00:00,68.0,2670415.0,2595900.0,203166.48557378844,102615.89180457129
2018-01-03 20:00:00,69.0,2587184.0,2550228.0,196834.23018996534,100810.47826379607
2018-01-03 21:00:00,70.0,2477705.0,2492552.0,188505.01406657897,98530.5467657721
2018-01-03 22:00:00,71.0,2284690.0,2420305.0,173820.33800947745,95674.62383530295
2018-01-03 23:00:00,72.0,2111343.0,2333500.0,160632.01305820225,92243.22336221237
